"id","subject","topic","difficulty","type","question","option_a","option_b","option_c","option_d","correct_answer","explanation","code_snippet"
"20","Fluke Interview","Desired Capabilities","Medium","mcq","What are Desired Capabilities in Selenium?","CSS selectors for finding elements","Key-value pairs used to configure browser properties and session settings for WebDriver","A type of test assertion","JavaScript functions executed in the browser","B","Desired Capabilities are key-value pairs (e.g., browserName, platform, version) sent to WebDriver to configure the browser session. In Selenium 4, they are replaced by Options classes.",""
"21","Fluke Interview","Waits in Selenium","Medium","mcq","What is the key difference between Implicit Wait and Explicit Wait in Selenium?","Implicit Wait waits for a specific condition; Explicit Wait waits for a fixed time","Implicit Wait applies globally to all find_element calls; Explicit Wait targets a specific element with a condition","There is no difference","Explicit Wait is deprecated in Selenium 4","B","Implicit Wait sets a global timeout for all element lookups. Explicit Wait uses WebDriverWait with expected_conditions to wait for a specific condition on a specific element.",""
"22","Fluke Interview","Waits in Selenium","Hard","mcq","What makes Fluent Wait different from Explicit Wait in Selenium?","Fluent Wait is faster","Fluent Wait allows configuring polling frequency and ignoring specific exceptions during the wait","Fluent Wait does not use conditions","Fluent Wait only works with Chrome","B","Fluent Wait extends Explicit Wait by allowing you to set custom polling intervals and specify which exceptions to ignore while waiting (e.g., NoSuchElementException).",""
"23","Fluke Interview","Waits in Selenium","Medium","scenario","You have a web page where a button appears after an AJAX call completes in 2-10 seconds. Which wait strategy is most appropriate?","Use time.sleep(10)","Use Implicit Wait of 10 seconds","Use Explicit Wait with expected_conditions.element_to_be_clickable","Use no wait and retry in a loop","C","Explicit Wait with element_to_be_clickable is ideal because it waits only until the button is clickable, not a fixed duration. time.sleep is unreliable and wastes time.",""
"24","Fluke Interview","Scenario-Based Selenium","Hard","scenario","How would you handle a scenario where clicking a button opens a new browser tab in Selenium?","Close the browser and reopen it","Use driver.switch_to.window() to switch to the new tab using its window handle","Use driver.refresh()","Use ActionChains to double-click","B","When a new tab opens, Selenium stays on the original tab. You need to get all window handles via driver.window_handles and switch to the new one using driver.switch_to.window(handle).",""
"25","Fluke Interview","Reports Generation","Medium","mcq","Which command generates an Allure report from Pytest test results?","pytest --html=report.html","pytest --alluredir=results && allure serve results","pytest --verbose","pytest --tb=short","B","First, pytest --alluredir=results collects test results in Allure format. Then allure serve results launches a local server displaying the interactive Allure report.",""
"26","Fluke Interview","Reports Generation","Easy","mcq","Which Pytest plugin generates a standalone HTML test report?","pytest-xdist","pytest-html","pytest-cov","pytest-mock","B","pytest-html generates a self-contained HTML report with test results, pass/fail status, and optional screenshots. Usage: pytest --html=report.html.",""
"27","Fluke Interview","Jenkins","Medium","mcq","How do you schedule a Jenkins job to run every day at midnight?","Using cron expression: 0 0 * * *","By clicking the Run button manually each night","Using the Selenium WebDriver schedule method","By setting a Python timer in the test script","A","Jenkins uses cron syntax in Build Triggers > Build periodically. The expression '0 0 * * *' means minute 0, hour 0, every day, every month, every day of week.",""
"28","Fluke Interview","Jenkins","Medium","mcq","What is a Jenkins Pipeline?","A physical hardware component","A suite of plugins that supports implementing and integrating CI/CD pipelines as code (Jenkinsfile)","A type of Selenium locator","A Python testing framework","B","Jenkins Pipeline defines the entire build/test/deploy workflow as code in a Jenkinsfile, supporting stages, parallel execution, and version control integration.",""
"29","Fluke Interview","Jenkins","Medium","mcq","Which Jenkins trigger automatically starts a build when code is pushed to a Git repository?","Build periodically","Poll SCM or Webhook (GitHub/GitLab integration)","Upstream project trigger","Manual trigger only","B","Webhooks notify Jenkins instantly when code is pushed. Poll SCM checks the repo at intervals. Both automate builds on code changes, but webhooks are more efficient.",""
"30","Fluke Interview","Git Branching","Easy","mcq","What is the Git command to create a new branch and switch to it?","git branch new-branch","git checkout -b new-branch","git merge new-branch","git pull origin new-branch","B","git checkout -b branch-name creates a new branch and immediately switches to it. In newer Git versions, git switch -c branch-name is the equivalent.",""
"31","Fluke Interview","Git Branching","Easy","mcq","What does 'git pull origin main' do?","Deletes the main branch","Fetches changes from the remote main branch and merges them into the current branch","Creates a new branch called main","Pushes local changes to main","B","git pull is a combination of git fetch (download remote changes) and git merge (integrate them into the current branch).",""
"32","Fluke Interview","Iframes","Medium","mcq","How do you interact with elements inside an iframe in Selenium?","Directly use find_element without any switching","First switch to the iframe using driver.switch_to.frame(), interact with elements, then switch back using driver.switch_to.default_content()","Use JavaScript only","Iframes cannot be automated with Selenium","B","Selenium cannot access elements inside an iframe without switching context first. You must switch into the frame, perform actions, and switch back to the main document.",""
"33","Fluke Interview","Select Class","Easy","mcq","Which Selenium class is used to handle dropdown elements built with the <select> HTML tag?","WebElement","ActionChains","Select","Alert","C","The Select class from selenium.webdriver.support.select provides methods like select_by_visible_text(), select_by_value(), and select_by_index() for HTML select dropdowns.",""
"34","Fluke Interview","Select Class","Medium","mcq","How do you select a dropdown option by its visible text using Selenium's Select class?","Select(element).select_by_value('text')","Select(element).select_by_visible_text('Option Text')","Select(element).click('Option Text')","driver.find_element(By.TEXT, 'Option Text')","B","select_by_visible_text() matches the text displayed to the user in the dropdown. select_by_value() matches the value attribute of the option tag.",""
"35","Fluke Interview","SQL","Medium","mcq","What does the following SQL query return: SELECT department, COUNT(*) FROM employees GROUP BY department HAVING COUNT(*) > 5?","All employees in all departments","Departments that have more than 5 employees along with their employee count","A syntax error","All departments regardless of count","B","GROUP BY groups rows by department. COUNT(*) counts employees per group. HAVING filters groups, keeping only those with count greater than 5.",""
"36","Fluke Interview","SQL","Medium","mcq","What is the difference between INNER JOIN and LEFT JOIN?","INNER JOIN returns all rows from both tables; LEFT JOIN returns only matching rows","INNER JOIN returns only matching rows from both tables; LEFT JOIN returns all rows from the left table and matching rows from the right table (NULLs for no match)","They are the same","LEFT JOIN is faster than INNER JOIN","B","INNER JOIN returns only rows where the join condition is met in both tables. LEFT JOIN returns all rows from the left table, with NULL values for non-matching right table columns.",""
"37","Fluke Interview","SQL","Hard","mcq","What is the difference between DELETE and TRUNCATE in SQL?","DELETE is DDL; TRUNCATE is DML","DELETE can use WHERE clause and is logged row-by-row; TRUNCATE removes all rows, is minimally logged, and cannot use WHERE","DELETE is faster than TRUNCATE","TRUNCATE can filter rows with WHERE","B","DELETE is a DML command that removes rows one by one (can use WHERE, triggers fire, can rollback). TRUNCATE is DDL that removes all rows quickly with minimal logging.",""
"38","Fluke Interview","SQL","Easy","mcq","What is the purpose of a PRIMARY KEY in a database?","To store encrypted passwords","To uniquely identify each row in a table and ensure no duplicates or NULLs","To link two tables together","To sort the table data","B","A PRIMARY KEY constraint enforces uniqueness and NOT NULL on the column(s). Each table can have only one primary key.",""
"39","Fluke Interview","SQL","Easy","mcq","What is a FOREIGN KEY?","A key that is always numeric","A column that creates a link between two tables by referencing the PRIMARY KEY of another table","A key used for encryption","A key that allows duplicate values only","B","A FOREIGN KEY establishes a referential relationship between tables. It ensures that values in the foreign key column must exist in the referenced primary key column.",""
"40","Fluke Interview","Constructor vs Methods","Medium","mcq","What is the difference between a constructor (__init__) and a regular method in Python?","There is no difference","A constructor is automatically called when an object is created; a regular method must be called explicitly","A constructor can return a value; a method cannot","Methods cannot accept parameters","B","__init__ is invoked automatically during object instantiation to initialize the object's state. Regular methods must be called explicitly on the object instance.",""
"41","Fluke Interview","Types of Inheritance","Medium","mcq","Which type of inheritance is demonstrated when class C inherits from both class A and class B?","Single Inheritance","Multilevel Inheritance","Multiple Inheritance","Hierarchical Inheritance","C","Multiple Inheritance occurs when a child class inherits from more than one parent class. Python supports this, unlike some other languages like Java.",""
"42","Fluke Interview","Defect Life Cycle","Easy","mcq","What is the correct order of a typical defect life cycle?","New -> Open -> Fixed -> Retest -> Closed/Reopened","New -> Closed -> Fixed -> Open","Fixed -> New -> Open -> Closed","Open -> New -> Retest -> Fixed","A","A defect starts as New, gets assigned (Open), developer fixes it (Fixed), tester retests (Retest), and then it is Closed if verified or Reopened if the fix fails.",""
"43","Fluke Interview","Dynamic Elements","Hard","scenario","How would you handle a web element whose id changes every time the page loads (e.g., id='btn_12345')?","Use the dynamic id directly in the locator","Use XPath with contains(), starts-with(), or other attribute combinations that remain stable","Hardcode the id and update the script each time","Dynamic elements cannot be automated","B","For dynamic elements, use partial attribute matching: //button[contains(@id,'btn_')] or //button[starts-with(@id,'btn_')]. Alternatively, use other stable attributes like name, class, or text.",""
"44","Fluke Interview","Flaky Tests","Hard","mcq","What is the best approach to handle flaky test cases in a Selenium suite?","Delete all flaky tests","Add time.sleep(30) before every action","Investigate root cause, add proper waits, use stable locators, isolate test data, and implement retry mechanisms","Ignore flaky tests and run the suite repeatedly","C","Flaky tests should be analyzed for root cause (race conditions, dynamic elements, test data issues). Solutions include explicit waits, stable locators, test data isolation, and retry plugins like pytest-rerunfailures.",""
"45","Fluke Interview","Smoke vs Sanity","Easy","mcq","What is the difference between Smoke Testing and Sanity Testing?","They are the same thing","Smoke testing verifies critical functionalities of a new build; Sanity testing verifies specific bug fixes or new features in a stable build","Smoke testing is done by developers; Sanity testing is done by customers","Sanity testing is more comprehensive than Smoke testing","B","Smoke testing is a broad, shallow test of major features on a new build to decide if it is stable enough for further testing. Sanity testing is narrow and deep, verifying specific changes.",""
"46","Fluke Interview","Scrum","Easy","mcq","What is the ideal Scrum team size and typical sprint duration?","3-9 members with 2-4 week sprints","20-30 members with 6 month sprints","1-2 members with 1 day sprints","50+ members with 1 year sprints","A","Scrum recommends 3-9 team members (developers, QA, Scrum Master, Product Owner) and sprint durations of 2-4 weeks for effective collaboration and delivery.",""
"47","Fluke Interview","Scrum","Easy","mcq","What are the key roles in a Scrum team?","Project Manager, Business Analyst, DBA","Product Owner, Scrum Master, Development Team (including QA)","CEO, CTO, CFO","Only developers","B","A Scrum team consists of the Product Owner (prioritizes backlog), Scrum Master (facilitates process), and Development Team (cross-functional members who build the product).",""
"48","Fluke Interview","Regression Suite","Medium","mcq","How should a regression test suite be managed effectively?","Run all tests for every minor change","Prioritize tests based on risk, maintain modular test cases, regularly update and remove obsolete tests, and automate critical paths","Only run manual regression tests","Never update the regression suite once created","B","Effective regression management involves prioritizing high-risk areas, keeping tests modular and maintainable, automating stable scenarios, and regularly reviewing the suite for relevance.",""
"49","Fluke Interview","Data Driven Testing","Medium","mcq","What is the primary advantage of a Data-Driven Testing approach?","It eliminates the need for test scripts","It allows running the same test logic with multiple data sets, increasing coverage without duplicating code","It makes tests run faster","It removes the need for assertions","B","Data-Driven Testing separates test logic from test data. The same script runs with different inputs from external sources, maximizing coverage with minimal code duplication.",""
"50","Fluke Interview","Agile and QA","Medium","mcq","What is the role of QA in Agile methodology?","QA tests only at the end of the project","QA is involved from the beginning - participating in sprint planning, writing test cases alongside development, and providing continuous feedback","QA only writes documentation","QA is not needed in Agile","B","In Agile, QA is embedded in the team from sprint planning through delivery. QA participates in requirement discussions, writes tests during the sprint, and provides continuous quality feedback.",""
"51","Fluke Interview","Bug Life Cycle","Easy","mcq","Which of the following is NOT a valid bug parameter in a defect report?","Severity","Priority","Steps to Reproduce","Developer's salary","D","A defect report includes fields like Summary, Description, Steps to Reproduce, Expected vs Actual Result, Severity, Priority, Environment, Screenshots, and Assignee.",""
"52","Fluke Interview","Software Models","Medium","mcq","What is the main advantage of V-Model over Waterfall model?","V-Model is faster","V-Model maps each development phase to a corresponding testing phase, enabling early test planning","V-Model does not require documentation","V-Model skips the design phase","B","V-Model (Verification and Validation) pairs each development stage with a testing stage (e.g., requirements with acceptance testing, design with integration testing), catching defects earlier.",""
"53","Fluke Interview","Method Overloading vs Overriding","Medium","mcq","What is the difference between method overloading and method overriding?","Overloading changes the return type; overriding changes the method name","Overloading defines multiple methods with the same name but different parameters; overriding redefines a parent class method in a child class","They are identical concepts","Python supports both natively like Java","B","Overloading means same method name with different signatures (Python simulates this with default args). Overriding means a child class provides a new implementation of a parent class method.",""
"54","Fluke Interview","Severity and Priority","Medium","mcq","Give an example of a High Severity but Low Priority defect.","Login button not working on the home page","A crash that occurs only on an obsolete OS version that no customer uses","Typo in the application logo","Submit button color is slightly off","B","High Severity = major impact (crash). Low Priority = no urgency to fix (obsolete OS). A login failure would be High Severity AND High Priority since it blocks all users.",""
"55","Fluke Interview","Severity and Priority","Medium","mcq","Which defect is an example of Low Severity but High Priority?","Application crashes on launch","Company name is misspelled on the home page","A hidden admin feature has a minor alignment issue","A deprecated API returns wrong data","B","Low Severity = minor cosmetic issue. High Priority = must fix immediately because the company name is visible to all users and affects brand image.",""
"56","Fluke Interview","String Programs","Medium","output","What is the output of this Python code to extract only alphabets from a string?","HelloWorld","Hello123World","123!@#","Error","A","The list comprehension iterates through each character and includes only those where isalpha() returns True, filtering out digits and special characters.","s = 'Hello123World!@#'\nresult = ''.join([ch for ch in s if ch.isalpha()])\nprint(result)"
"57","Fluke Interview","File Handling","Hard","output","What is the output of this Python word count program?","3","4","5","Error","C","The code reads the string, splits it by whitespace (default split behavior), and counts the resulting list length. 'Hello world this is Python' has 5 words.","text = 'Hello world this is Python'\nwords = text.split()\nprint(len(words))"
"58","Fluke Interview","Reverse Number","Medium","output","What is the output of this code that reverses a number without inbuilt functions?","54321","12345","0","Error","A","The while loop extracts the last digit using modulo 10, builds the reversed number by multiplying the accumulator by 10 and adding the digit, then removes the last digit using integer division.","num = 12345\nrev = 0\nwhile num > 0:\n    rev = rev * 10 + num % 10\n    num = num // 10\nprint(rev)"
"59","Fluke Interview","Dictionary Programs","Medium","output","What is the output of this Python code that creates a JSON-like dictionary structure?","{'name': 'Alice', 'scores': {'math': 90, 'science': 85}}","{'name': 'Alice'}","Error","None","A","The code creates a nested dictionary (similar to JSON) with a string value and a nested dictionary for scores, then prints the entire structure.","data = {'name': 'Alice', 'scores': {'math': 90, 'science': 85}}\nprint(data)"
"60","Fluke Interview","Average Calculation","Medium","output","What is the output of this code that calculates average marks from a dictionary?","85.0","80.0","255","Error","A","The code extracts all values from the marks dictionary using .values(), sums them (255), and divides by the number of subjects (3), giving 85.0.","marks = {'math': 90, 'science': 80, 'english': 85}\navg = sum(marks.values()) / len(marks)\nprint(avg)"
"61","Fluke Interview","Abstract Methods","Hard","mcq","How are abstract methods relevant in Selenium framework design?","They are not used in Selenium","Abstract base classes can define method signatures (like navigate, validate) that all page objects must implement, enforcing consistency","They replace all concrete methods","They are only used in Java Selenium","B","Using Python's ABC module, you can define abstract methods in a BasePage that force all page object classes to implement essential methods like validate_page() or get_url().",""
"62","Fluke Interview","Iframes","Hard","scenario","A web page has nested iframes (iframe inside iframe). How do you access an element in the inner iframe?","Switch directly to the inner iframe","Switch to the outer iframe first, then switch to the inner iframe, interact with the element, and switch back step by step","Use driver.find_element directly without switching","Nested iframes cannot be automated","B","For nested iframes, you must switch sequentially: first to the outer iframe, then to the inner iframe. To return, use switch_to.parent_frame() step by step or switch_to.default_content() to go back to main.",""
"63","Fluke Interview","SQL","Hard","output","What does this SQL query return: SELECT e.name, d.dept_name FROM employees e LEFT JOIN departments d ON e.dept_id = d.id WHERE d.dept_name IS NULL?","All employees with their department names","Employees who are not assigned to any department","All departments without employees","A syntax error","B","The LEFT JOIN returns all employees. WHERE d.dept_name IS NULL filters to only those rows where no matching department was found, i.e., employees without a department assignment.",""
"64","Fluke Interview","Git Branching","Medium","mcq","What is the correct sequence to merge a feature branch into main?","git checkout main, git pull origin main, git merge feature-branch, git push origin main","git delete feature-branch, git checkout main","git push feature-branch, git merge main","git pull feature-branch into main directly","A","The standard merge workflow: switch to main, pull latest changes, merge the feature branch, resolve any conflicts, and push the updated main branch.",""
"65","Fluke Interview","Flaky Tests","Medium","mcq","Which Pytest plugin helps rerun failed tests automatically to handle flakiness?","pytest-html","pytest-rerunfailures","pytest-cov","pytest-mock","B","pytest-rerunfailures provides the --reruns flag to automatically retry failed tests a specified number of times. Usage: pytest --reruns 3 to retry failed tests up to 3 times.",""
