"id","subject","topic","difficulty","type","question","option_a","option_b","option_c","option_d","correct_answer","explanation","code_snippet"
"15","Sony Interview","Pytest Fixtures","Medium","mcq","What is the default scope of a pytest fixture?","function","session","module","class","A","By default, a pytest fixture has function scope, meaning it is invoked once for each test function that requests it.",""
"16","Sony Interview","Pytest Fixtures","Medium","output","What will happen when this pytest code runs?","Setup runs, test passes, Teardown runs","Only Setup runs","Only test passes","Error: yield not allowed in fixture","A","A pytest fixture using yield acts as a setup/teardown mechanism. Code before yield is setup, code after yield is teardown. Both execute around the test.","import pytest\n\n@pytest.fixture\ndef browser():\n    print(""Setup: Opening browser"")\n    yield ""chrome""\n    print(""Teardown: Closing browser"")\n\ndef test_open_page(browser):\n    assert browser == ""chrome"""
"17","Sony Interview","Python Decorators","Hard","output","What will be the output of this code?","Before\nHello\nAfter","Hello\nBefore\nAfter","Before\nAfter\nHello","Error","A","The decorator wraps the say_hello function. When say_hello() is called, the wrapper executes: prints Before, calls the original function (prints Hello), then prints After.","def my_decorator(func):\n    def wrapper():\n        print(""Before"")\n        func()\n        print(""After"")\n    return wrapper\n\n@my_decorator\ndef say_hello():\n    print(""Hello"")\n\nsay_hello()"
"18","Sony Interview","Python Generators","Medium","output","What will be the output of this code?","1\n2\n3","[1, 2, 3]","<generator object>","Error","A","Calling next() on a generator retrieves the next yielded value. Each call to next() resumes the generator from where it last yielded.","def gen():\n    yield 1\n    yield 2\n    yield 3\n\ng = gen()\nprint(next(g))\nprint(next(g))\nprint(next(g))"
"19","Sony Interview","Python Generators","Medium","mcq","What is the fundamental difference between yield and return in Python?","yield pauses the function and retains state for the next call; return terminates the function","yield and return are identical","return pauses the function; yield terminates it","yield can only be used inside classes","A","yield produces a value and suspends the function's state so it can resume later. return sends a value and terminates the function permanently.",""
"20","Sony Interview","API Testing","Easy","mcq","Which HTTP method is used to update an existing resource completely?","PUT","POST","PATCH","GET","A","PUT is used to update an existing resource by replacing it entirely. PATCH is used for partial updates, and POST is used for creating new resources.",""
"21","Sony Interview","API Testing - Status Codes","Easy","mcq","What does HTTP status code 401 indicate?","Unauthorized - authentication is required","Not Found - resource does not exist","Internal Server Error","Bad Request - invalid syntax","A","HTTP 401 means the request lacks valid authentication credentials. The client must authenticate itself to get the requested response.",""
"22","Sony Interview","API Testing - Auth Types","Medium","mcq","Which authentication type sends credentials encoded in Base64 with every request?","Basic Authentication","OAuth 2.0","API Key","Bearer Token","A","Basic Authentication encodes the username:password pair in Base64 and sends it in the Authorization header with every request. It is simple but less secure without HTTPS.",""
"23","Sony Interview","Virtual Environment","Easy","mcq","What is the primary purpose of a Python virtual environment?","To create isolated Python environments with their own dependencies for each project","To speed up Python execution","To compile Python to machine code","To encrypt Python source files","A","Virtual environments isolate project dependencies so that different projects can use different package versions without conflicts.",""
"24","Sony Interview","Selenium - XPath","Medium","mcq","What is the difference between find_element() and find_elements() in Selenium?","find_element() returns the first matching element; find_elements() returns a list of all matching elements","find_element() returns all elements; find_elements() returns one","Both return lists","find_elements() throws an exception if no match is found","A","find_element() returns the first WebElement that matches the locator and raises NoSuchElementException if none found. find_elements() returns a list of all matches (empty list if none).",""
"25","Sony Interview","Selenium - XPath","Hard","mcq","Which XPath expression selects all div elements that contain the text 'Sony'?","//div[contains(text(), 'Sony')]","//div[@text='Sony']","//div{Sony}","//div[text='Sony']","A","The contains(text(), 'Sony') XPath function matches any div element whose text content includes the substring 'Sony'. This is useful for partial text matching.",""
"26","Sony Interview","Selenium Waits","Medium","mcq","What is the key difference between implicit and explicit waits in Selenium?","Implicit wait sets a global timeout for all element lookups; explicit wait targets a specific condition on a specific element","Both are identical in behavior","Implicit wait is faster than explicit wait","Explicit wait is applied globally to all elements","A","Implicit wait applies a global timeout for finding elements. Explicit wait uses WebDriverWait with expected_conditions to wait for a specific condition on a specific element.",""
"27","Sony Interview","Selenium Waits","Hard","mcq","Which class is used to implement Fluent Wait in Selenium Python?","WebDriverWait with custom polling frequency and ignored exceptions","FluentWait class directly","ImplicitWait with polling","driver.set_fluent_wait()","A","In Selenium Python, Fluent Wait is implemented via WebDriverWait with poll_frequency and ignored_exceptions parameters, allowing custom polling intervals and exception handling.",""
"28","Sony Interview","Data Driven Testing","Medium","scenario","You need to test a login form with 50 different username/password combinations. What is the best approach?","Use a data-driven approach with pytest parametrize reading from a CSV file","Write 50 separate test functions","Hardcode all 50 combinations in one test","Test only 2 combinations and assume the rest work","A","Data-driven testing with pytest.mark.parametrize and external CSV data allows running the same test logic with multiple data sets efficiently and maintainably.",""
"29","Sony Interview","Git Workflow","Easy","mcq","What is the correct sequence of Git commands to save and push your changes?","git add . -> git commit -m ""message"" -> git push","git commit -> git add -> git push","git push -> git add -> git commit","git add . -> git push -> git commit","A","The correct Git workflow is: stage changes with git add, commit them with git commit, and then push to the remote repository with git push.",""
"30","Sony Interview","Git Workflow - Merge Conflicts","Medium","scenario","You pull the latest code and Git reports a merge conflict in test_login.py. What should you do?","Open the file, resolve the conflict markers manually, then add, commit, and push","Delete the file and recreate it","Run git push --force to overwrite","Ignore the conflict and continue working","A","Merge conflicts must be resolved manually by editing the conflicted file, choosing the correct changes, removing conflict markers, and then staging and committing the resolved file.",""
"31","Sony Interview","Git Workflow - Branching","Easy","mcq","Which Git command creates a new branch and switches to it?","git checkout -b branch_name","git branch branch_name","git switch branch_name","git new branch_name","A","git checkout -b creates a new branch and immediately switches to it. git branch alone only creates the branch without switching.",""
"32","Sony Interview","Jenkins CI/CD","Medium","mcq","How do you schedule a Jenkins job to run every day at midnight?","Using cron syntax: 0 0 * * *","Using the command: jenkins run daily","Setting the time in the Jenkins UI calendar","Jenkins does not support scheduling","A","Jenkins uses cron syntax in the Build Triggers section. '0 0 * * *' means run at minute 0, hour 0 (midnight), every day of month, every month, every day of week.",""
"33","Sony Interview","Jenkins CI/CD - Pipeline","Medium","mcq","What is a Jenkinsfile?","A text file that defines the Jenkins pipeline as code using Groovy syntax","A configuration file for Jenkins plugins","A log file generated by Jenkins","An XML file for Jenkins job configuration","A","A Jenkinsfile defines the CI/CD pipeline as code, checked into source control. It uses Groovy-based DSL to define stages like Build, Test, and Deploy.",""
"34","Sony Interview","OOP - Inheritance","Medium","output","What will be the output of this code?","Sony PlayStation","Generic Device","Error: multiple inheritance","None","A","Class PlayStation inherits from SonyDevice, which has its own identify() method. When ps.identify() is called, it uses SonyDevice's method due to inheritance.","class Device:\n    def identify(self):\n        return ""Generic Device""\n\nclass SonyDevice(Device):\n    def identify(self):\n        return ""Sony PlayStation""\n\nps = SonyDevice()\nprint(ps.identify())"
"35","Sony Interview","OOP - Encapsulation","Medium","mcq","How do you define a private attribute in Python?","Prefix the attribute name with double underscores, e.g., self.__attribute","Prefix with single underscore, e.g., self._attribute","Use the private keyword","Use the protected keyword","A","Python uses name mangling with double underscores (e.g., self.__attribute) to make attributes private. Single underscore is a convention for protected, but not enforced.",""
"36","Sony Interview","OOP - Polymorphism","Medium","output","What will be the output of this code?","Woof\nMeow","Meow\nWoof","Error","Animal sound\nAnimal sound","A","Polymorphism allows different classes to have the same method name but different implementations. Dog.speak() returns Woof and Cat.speak() returns Meow.","class Dog:\n    def speak(self):\n        return ""Woof""\n\nclass Cat:\n    def speak(self):\n        return ""Meow""\n\nfor animal in [Dog(), Cat()]:\n    print(animal.speak())"
"37","Sony Interview","OOP - Abstraction","Hard","mcq","Which module in Python is used to create abstract classes?","abc (Abstract Base Classes)","abstract","interface","abstractmethod only","A","The abc module provides the ABC class and @abstractmethod decorator. A class inheriting from ABC with abstract methods cannot be instantiated directly.",""
"38","Sony Interview","Python Data Types","Easy","mcq","Which of the following Python data types is mutable?","list","tuple","str","frozenset","A","Lists are mutable, meaning their elements can be changed after creation. Tuples, strings, and frozensets are immutable.",""
"39","Sony Interview","Python Data Types - Dict","Easy","mcq","What happens when you try to access a dictionary key that does not exist using square bracket notation?","KeyError is raised","None is returned","An empty string is returned","The program crashes silently","A","Accessing a non-existent key with dict[key] raises a KeyError. Use dict.get(key) to return None instead of raising an error.",""
"40","Sony Interview","append vs extend","Medium","output","What will be the output of this code?","[1, 2, [3, 4]]\n[1, 2, 3, 4]","[1, 2, 3, 4]\n[1, 2, 3, 4]","[1, 2, [3, 4]]\n[1, 2, [3, 4]]","Error","A","append() adds its argument as a single element (even if it is a list), while extend() iterates over its argument and adds each element individually.","a = [1, 2]\na.append([3, 4])\nprint(a)\n\nb = [1, 2]\nb.extend([3, 4])\nprint(b)"
"41","Sony Interview","List Comprehension","Medium","output","What will be the output of this code?","[0, 4, 16, 36, 64]","[0, 1, 4, 9, 16, 25, 36, 49, 64, 81]","[4, 16, 36, 64]","Error","A","The list comprehension squares each number from 0-9 but only includes those where the original number is even (x % 2 == 0), giving squares of 0, 2, 4, 6, 8.","result = [x**2 for x in range(10) if x % 2 == 0]\nprint(result)"
"42","Sony Interview","Regular Expressions","Hard","mcq","Which regex pattern correctly validates an IPv4 address?","^((25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)$","^\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}$","^[0-9]+\.[0-9]+\.[0-9]+\.[0-9]+$","^(\d+\.){3}\d+$","A","The correct regex validates each octet is between 0-255. The simpler patterns like \d{1,3} would accept invalid values like 999.999.999.999.",""
"43","Sony Interview","Exception Handling","Medium","output","What will be the output of this code?","Cannot divide by zero\nThis always runs","Error\nThis always runs","Cannot divide by zero","This always runs","A","The ZeroDivisionError is caught by the except block, printing the error message. The finally block always executes regardless of whether an exception occurred.","try:\n    result = 10 / 0\nexcept ZeroDivisionError:\n    print(""Cannot divide by zero"")\nfinally:\n    print(""This always runs"")"
"44","Sony Interview","Exception Handling - else","Hard","output","What will be the output of this code?","Result: 5.0\nDone","No error occurred\nResult: 5.0\nDone","Error\nDone","Result: 5.0","A","When no exception occurs, the else block runs after the try block. Then the finally block always runs. The else block prints the result, then finally prints Done.","try:\n    result = 10 / 2\nexcept ZeroDivisionError:\n    print(""Error"")\nelse:\n    print(f""Result: {result}"")\nfinally:\n    print(""Done"")"
"45","Sony Interview","Python Memory Management","Hard","mcq","Which mechanism does Python primarily use for memory management?","Reference counting combined with a cyclic garbage collector","Manual memory allocation like C","Stack-only memory allocation","No garbage collection; memory must be freed manually","A","Python uses reference counting as the primary mechanism and a cyclic garbage collector to handle reference cycles. When an object's reference count drops to zero, memory is freed immediately.",""
"46","Sony Interview","conftest.py","Medium","mcq","What is the purpose of conftest.py in pytest?","It provides shared fixtures, hooks, and plugins automatically available to tests in the same directory and subdirectories","It is the main test runner configuration file","It stores test results","It is used only for logging configuration","A","conftest.py is a special pytest file that provides fixtures, hooks, and plugins to all tests in its directory and subdirectories without needing explicit imports.",""
"47","Sony Interview","Selenium - Dropdown","Medium","mcq","Which Selenium class is used to handle HTML <select> dropdown elements?","Select class from selenium.webdriver.support.select","Dropdown class from selenium.webdriver.support","driver.find_element().select()","driver.dropdown()","A","The Select class from selenium.webdriver.support.select provides methods like select_by_visible_text(), select_by_value(), and select_by_index() for interacting with <select> elements.",""
"48","Sony Interview","Selenium - Multiple Windows","Hard","mcq","How do you switch to a newly opened window in Selenium?","Get all window handles, then use driver.switch_to.window() with the new handle","driver.switch_to.new_window()","driver.switch_window(1)","driver.change_tab()","A","You get all handles via driver.window_handles, identify the new handle (usually the last one), and use driver.switch_to.window(handle) to switch to it.",""
"49","Sony Interview","Assert in Testing","Easy","mcq","What happens when an assert statement fails in a pytest test?","The test is marked as FAILED and an AssertionError is raised","The test is skipped","The test passes with a warning","The entire test suite stops","A","A failed assert raises an AssertionError, which pytest catches and marks the test as FAILED. Other tests in the suite continue to run.",""
"50","Sony Interview","SDLC","Easy","mcq","What is the correct order of phases in the Software Development Life Cycle (SDLC)?","Requirement -> Design -> Development -> Testing -> Deployment -> Maintenance","Testing -> Development -> Design -> Deployment","Development -> Requirement -> Testing -> Deployment","Design -> Requirement -> Development -> Maintenance","A","SDLC follows a structured sequence: gathering requirements, designing the system, developing code, testing for defects, deploying to production, and maintaining the application.",""
"51","Sony Interview","STLC","Medium","mcq","Which phase of STLC involves creating test cases and test data?","Test Design","Test Planning","Test Execution","Test Closure","A","The Test Design phase involves creating detailed test cases, test scripts, and test data based on the requirements and test plan created in the Test Planning phase.",""
"52","Sony Interview","Defect Life Cycle","Medium","scenario","A developer marks a bug as Fixed, but during verification you find the bug still exists. What status should you set?","Reopen","Closed","Deferred","Duplicate","A","When a bug marked as Fixed fails verification, the tester should Reopen it and send it back to the developer with comments explaining that the fix did not resolve the issue.",""
"53","Sony Interview","Test Failure Analysis","Hard","scenario","A Selenium test that was passing yesterday suddenly fails with a TimeoutException on an element that exists on the page. What is your first troubleshooting step?","Check if the element locator has changed or if there is a new loading delay in the application","Immediately report it as a bug in the application","Delete the test and rewrite it","Increase the timeout to 5 minutes","A","The most common cause of sudden TimeoutException is a change in element attributes (locator became stale) or a new loading mechanism. Investigating the locator and page behavior is the correct first step.",""
"54","Sony Interview","Python Data Types - Set","Medium","output","What will be the output of this code?","{1, 2, 3, 4, 5}","{1, 2, 3, 4, 5, 3, 4}","Error","[1, 2, 3, 4, 5]","A","Sets automatically remove duplicates. The union of {1, 2, 3} and {3, 4, 5} gives {1, 2, 3, 4, 5} since 3 appears in both but is stored only once.","a = {1, 2, 3}\nb = {3, 4, 5}\nprint(a | b)"
"55","Sony Interview","Selenium Waits - Explicit","Hard","output","What does this explicit wait code do?","Waits up to 10 seconds for an element with id 'submit' to be clickable, then clicks it","Waits exactly 10 seconds then clicks","Immediately clicks without waiting","Throws an error because of wrong syntax","A","WebDriverWait with expected_conditions.element_to_be_clickable polls for up to 10 seconds until the element is clickable. Once the condition is met, it returns the element which is then clicked.","from selenium.webdriver.support.ui import WebDriverWait\nfrom selenium.webdriver.support import expected_conditions as EC\nfrom selenium.webdriver.common.by import By\n\nelement = WebDriverWait(driver, 10).until(\n    EC.element_to_be_clickable((By.ID, ""submit""))\n)\nelement.click()"
