"id","subject","topic","difficulty","type","question","option_a","option_b","option_c","option_d","correct_answer","explanation","code_snippet"
"22","Nykaa Interview","SQL JOIN Queries","Medium","mcq","Which SQL query correctly retrieves all customers and their orders from Nykaa, including customers who have not placed any orders?","SELECT * FROM customers INNER JOIN orders ON customers.id = orders.customer_id","SELECT * FROM customers LEFT JOIN orders ON customers.id = orders.customer_id","SELECT * FROM customers RIGHT JOIN orders ON customers.id = orders.customer_id","SELECT * FROM customers CROSS JOIN orders","B","LEFT JOIN returns all rows from the left table (customers) and matching rows from orders. Customers without orders will have NULL in order columns, which is exactly what we need to include all customers.",""
"23","Nykaa Interview","SQL UPDATE Queries","Medium","mcq","Which SQL query correctly updates the price of product ID 101 in Nykaa's catalog to 599.00?","UPDATE products SET price = 599.00 WHERE product_id = 101","UPDATE products price = 599.00 WHERE product_id = 101","MODIFY products SET price = 599.00 WHERE product_id = 101","UPDATE products SET price = 599.00","A","The correct UPDATE syntax requires SET to assign values and WHERE to target specific rows. Option D would update ALL products, which is dangerous without a WHERE clause.",""
"24","Nykaa Interview","SQL JOIN Queries","Hard","mcq","To find products that have never been ordered on Nykaa, which query is most efficient?","SELECT p.* FROM products p LEFT JOIN order_items oi ON p.id = oi.product_id WHERE oi.product_id IS NULL","SELECT * FROM products WHERE id NOT IN (SELECT product_id FROM order_items)","Both A and B produce the same result but A is generally more efficient","SELECT * FROM products CROSS JOIN order_items","C","LEFT JOIN with IS NULL check is generally more efficient than NOT IN with a subquery, especially on large tables. Both return the same logical result, but the JOIN approach allows better query plan optimization.",""
"25","Nykaa Interview","Mobile Testing","Medium","mcq","When testing Nykaa's mobile app on both Android and iOS, which tool supports cross-platform test automation?","Selenium WebDriver alone","Appium","JUnit only","Postman","B","Appium is the industry-standard tool for cross-platform mobile automation. It supports both Android (UIAutomator2) and iOS (XCUITest) using the same API, similar to Selenium's WebDriver protocol.",""
"26","Nykaa Interview","Backend Architecture","Hard","scenario","During a Nykaa interview, you are asked to explain microservices architecture. Which statement best describes how Nykaa's backend might be structured?","One monolithic application handles everything","Separate services for catalog, cart, payment, user management, each with their own databases, communicating via REST APIs or message queues","Only two services: frontend and backend","A single database shared across all services with no API layer","B","Modern e-commerce platforms like Nykaa use microservices where each domain (catalog, cart, payment, users) has its own service and database. They communicate via REST APIs or asynchronous message queues for scalability and independent deployment.",""
"27","Nykaa Interview","Deployment Monitoring","Medium","mcq","During a code deployment to Nykaa's production environment, which metric should you monitor first?","Only CPU usage","Error rate, response time (latency), throughput (requests per second), and server resource utilization","Only disk space","Only number of active users","B","During deployment, the key metrics to watch are error rate (for new bugs), response time (for performance regression), throughput (for capacity issues), and resource utilization (CPU, memory) to catch any deployment-related issues quickly.",""
"28","Nykaa Interview","503 Error Handling","Medium","mcq","A Nykaa page returns a 503 error during a flash sale. What is the most likely cause?","Page not found","Server is overloaded or under maintenance and temporarily cannot handle the request","Invalid user credentials","Malformed request body","B","503 Service Unavailable indicates the server is temporarily unable to handle the request due to overload or scheduled maintenance. During flash sales, high traffic can overwhelm servers, causing 503 errors.",""
"29","Nykaa Interview","Caching Concepts","Medium","mcq","Which caching strategy would best improve the performance of Nykaa's product catalog page?","No caching, always fetch fresh data","CDN caching for static assets, Redis/Memcached for frequently accessed product data, browser caching for images","Only browser local storage","Only database indexing","B","A multi-layer caching strategy using CDN for static content, Redis/Memcached for dynamic but frequently accessed data, and browser caching for images provides the best performance improvement for e-commerce catalog pages.",""
"30","Nykaa Interview","Caching Concepts","Hard","mcq","What is cache invalidation and why is it critical for Nykaa's pricing during sales?","It means clearing all caches permanently","It is the process of removing or updating stale cached data when the source data changes, ensuring users see updated prices during sales","It means increasing cache TTL","It only applies to browser cookies","B","Cache invalidation ensures that when product prices change (e.g., during a sale), the cached old prices are replaced with new ones. Showing stale prices can lead to revenue loss and customer complaints.",""
"31","Nykaa Interview","Client vs Server Integration","Medium","mcq","In Nykaa's architecture, what is the key difference between client-side and server-side rendering for the product page?","No difference","Client-side rendering loads a blank page and JavaScript builds the DOM; server-side rendering sends fully formed HTML from the server","Client-side is always faster","Server-side cannot use JavaScript","B","Client-side rendering (CSR) sends minimal HTML and JavaScript builds the page in the browser. Server-side rendering (SSR) generates complete HTML on the server. SSR improves initial load time and SEO, which is critical for e-commerce product pages.",""
"32","Nykaa Interview","Codeless Automation","Easy","mcq","Which of the following is a codeless (no-code/low-code) automation tool that can be used for testing Nykaa's web application?","Vim","Katalon Studio","Notepad++","MySQL Workbench","B","Katalon Studio offers a codeless test automation approach with record-and-playback features, making it accessible for testers without programming expertise while still supporting scripting for advanced scenarios.",""
"33","Nykaa Interview","Localization Testing","Hard","scenario","Nykaa plans to launch in the Middle East with Arabic language support. What is the most critical UI testing concern?","Only font size","Right-to-Left (RTL) layout rendering, mirrored navigation, correct text alignment, date/currency format changes, and bidirectional text handling","Only translation accuracy","Only color scheme changes","B","Arabic is a Right-to-Left (RTL) language, requiring mirrored UI layouts, reversed navigation flows, right-aligned text, localized date/number/currency formats, and proper handling of bidirectional text (when English and Arabic appear together).",""
"34","Nykaa Interview","Selenium Add to Cart","Medium","output","What does this Selenium code do when executed against an e-commerce product page?","Navigates to Nykaa and prints the page title only","Navigates to a product page, clicks Add to Bag, waits for cart count to update, and asserts the cart has 1 item","It will throw an error because WebDriverWait is not imported","Only opens the browser without any action","B","The code navigates to a product URL, waits for and clicks the Add to Bag button, then waits for the cart badge to show '1', verifying the add-to-cart functionality works correctly.","from selenium import webdriver\nfrom selenium.webdriver.common.by import By\nfrom selenium.webdriver.support.ui import WebDriverWait\nfrom selenium.webdriver.support import expected_conditions as EC\n\ndriver = webdriver.Chrome()\ndriver.get(""https://www.nykaa.com/product/123"")\nadd_btn = WebDriverWait(driver, 10).until(\n    EC.element_to_be_clickable((By.CSS_SELECTOR, "".add-to-bag-btn""))\n)\nadd_btn.click()\ncart_count = WebDriverWait(driver, 10).until(\n    EC.text_to_be_present_in_element((By.CLASS_NAME, ""cart-count""), ""1"")\n)\nassert ""1"" in driver.find_element(By.CLASS_NAME, ""cart-count"").text"
"35","Nykaa Interview","XPath Writing","Medium","mcq","Which XPath correctly locates the search input field on Nykaa's homepage if it has placeholder text 'Search on Nykaa'?","//input[@placeholder='Search on Nykaa']","//input[placeholder='Search on Nykaa']","//input{@placeholder='Search on Nykaa'}","//input[@placeholder=='Search on Nykaa']","A","The correct XPath syntax uses //tag[@attribute='value']. Option B is missing the @ symbol for attribute reference. Option C uses curly braces instead of square brackets. Option D uses double equals which is invalid XPath syntax.",""
"36","Nykaa Interview","XPath Writing","Hard","mcq","To locate a dynamic product card on Nykaa that contains the text 'Lakme' anywhere in its child elements, which XPath is most reliable?","//div[@class='product-card'][contains(., 'Lakme')]","//div[@class='product-card' and text()='Lakme']","//div[@class='product-card']/text()='Lakme'","//div[@class='product-card'][@text='Lakme']","A","contains(., 'Lakme') searches the entire text content of the element and its descendants. text()='Lakme' only matches direct text nodes and would miss text inside nested child elements.",""
"37","Nykaa Interview","Product of Array","Hard","output","What is the output of this program?","[120, 60, 40, 30, 24]","[1, 2, 3, 4, 5]","[24, 30, 40, 60, 120]","Error","A","The function computes for each index the product of all other elements. For index 0: 2*3*4*5=120, index 1: 1*3*4*5=60, index 2: 1*2*4*5=40, index 3: 1*2*3*5=30, index 4: 1*2*3*4=24.","def product_except_self(nums):\n    n = len(nums)\n    result = [1] * n\n    prefix = 1\n    for i in range(n):\n        result[i] = prefix\n        prefix *= nums[i]\n    suffix = 1\n    for i in range(n - 1, -1, -1):\n        result[i] *= suffix\n        suffix *= nums[i]\n    return result\n\nprint(product_except_self([1, 2, 3, 4, 5]))"
"38","Nykaa Interview","Reverse Words Program","Medium","output","What is the output of this code?","World Hello","Hello World","olleH dlroW","dlroW olleH","A","The code splits the string by spaces into a list of words, reverses the list using [::-1], and joins them back with a space. This reverses word order, not the characters within words.","def reverse_words(s):\n    return ' '.join(s.split()[::-1])\n\nprint(reverse_words(""Hello World""))"
"39","Nykaa Interview","Card Validation","Medium","scenario","How does the frontend validate a credit card number input on Nykaa's checkout page?","By sending every keystroke to the backend for validation","Using the Luhn algorithm on the client side to validate the card number format, checking card type by prefix (4 for Visa, 5 for Mastercard), and masking the input for security","No validation happens on the frontend","Only checking if the field is not empty","B","Frontend card validation uses the Luhn algorithm to verify the checksum, identifies card type by prefix digits, enforces length constraints, and masks input for security. Full authorization happens server-side with the payment gateway.",""
"40","Nykaa Interview","DevTools Network Tab","Hard","scenario","You need to identify which API call loads product recommendations on Nykaa's product page. How do you find it using DevTools?","Read the entire page source code","Open Network tab, filter by XHR/Fetch, scroll to trigger recommendations, look for requests with 'recommend' or 'suggest' in the URL, inspect the response payload for product data","Only check the Console tab","Only use the Elements tab","B","The Network tab with XHR/Fetch filter shows API calls. Triggering the UI action while recording helps identify the exact request. Inspecting the URL path and response body confirms which endpoint serves the recommendation data.",""
"41","Nykaa Interview","Edge Cases","Hard","scenario","What are critical edge cases you would test for Nykaa's 'Add to Bag' feature?","Only test with one product","Adding same product multiple times, adding out-of-stock items, adding maximum quantity allowed, concurrent adds from multiple tabs, adding during price change, network timeout during add, adding while not logged in, and cart persistence across sessions","Only test the happy path","Only test on one browser","B","Edge cases for Add to Bag include boundary conditions (max quantity, zero stock), concurrency (multiple tabs), state changes (price updates during add), error handling (network failures), authentication states, and data persistence across sessions.",""
"42","Nykaa Interview","Defect Lifecycle","Easy","mcq","What is the correct sequence of states in a standard defect lifecycle?","New -> Open -> Fixed -> Closed","Open -> New -> Closed -> Fixed","Fixed -> Open -> New -> Closed","Closed -> Open -> Fixed -> New","A","The standard defect lifecycle follows: New (reported) -> Open (accepted by dev team) -> Fixed (developer resolves) -> Closed (verified by QA). Additional states like Reopen, Deferred, or Rejected may exist depending on the process.",""
"43","Nykaa Interview","Defect Lifecycle","Medium","mcq","A bug you found on Nykaa's checkout page is marked as 'Cannot Reproduce' by the developer. What should you do?","Close the bug immediately","Provide detailed steps with screenshots, browser/OS info, test data used, and screen recording, then reopen with additional evidence","Argue with the developer","File a new bug instead","B","When a bug cannot be reproduced, providing more context helps: exact steps, environment details, test data, screenshots/recordings, and logs. This enables the developer to replicate the issue accurately.",""
"44","Nykaa Interview","API Response Handling","Medium","mcq","When the Nykaa frontend receives a paginated API response for product listings, which fields are typically included for pagination?","Only the product array","Total count, current page, page size (limit), total pages, and the product data array","Only the current page number","Only a boolean hasMore flag","B","Standard paginated API responses include total count of items, current page number, page size (items per page), total pages calculated from count and size, and the data array. This enables the frontend to render pagination controls correctly.",""
"45","Nykaa Interview","Backend Frontend Integration","Hard","mcq","In Nykaa's architecture, what mechanism ensures the frontend cart stays in sync with the backend cart service?","The frontend never communicates with the backend","API polling at intervals, WebSocket connections for real-time updates, or optimistic UI updates with server reconciliation","Only local storage synchronization","Only manual page refresh","B","Modern e-commerce platforms use a combination of approaches: optimistic UI updates (immediately reflecting user actions), periodic API polling or WebSocket connections for real-time sync, and server reconciliation to handle conflicts between client and server state.",""
