"id","subject","topic","difficulty","type","question","option_a","option_b","option_c","option_d","correct_answer","explanation","code_snippet"
"14","GreyOrange Interview","Postman","Easy","mcq","In Postman Collection Runner, how do you set the number of iterations?","By editing the request URL","By setting the iteration count field in the Collection Runner dialog before clicking Run","By adding a loop in the pre-request script only","By duplicating the collection 10 times manually","B","The Collection Runner UI has a dedicated 'Iterations' input field where you specify the number of times to run the collection. You can also supply a data file for data-driven iterations.",""
"15","GreyOrange Interview","Test Scenarios","Medium","scenario","You are testing a flight booking system. Which set of test scenarios is MOST comprehensive for the search functionality?","Test only one-way flights","Test one-way, round trip, multi-city, date picker calendar navigation, past date restriction, same origin-destination validation, passenger count limits, and class selection","Test only the UI layout of the booking page","Test only round trip with fixed dates","B","A comprehensive flight booking search test should cover all trip types, calendar validations, input restrictions, passenger limits, and class options to ensure full functional coverage.",""
"16","GreyOrange Interview","Test Scenarios","Hard","scenario","In a flight booking system, the calendar widget allows selecting departure and return dates. Which is the MOST critical validation scenario?","Verify the calendar opens on click","Verify that the return date cannot be set earlier than the departure date, and past dates are disabled","Verify the calendar has 12 months","Verify the font size of dates","B","Date validation is critical for booking integrity. The return date must always be on or after the departure date, and past dates must be disabled to prevent invalid bookings.",""
"17","GreyOrange Interview","SQL","Hard","mcq","When joining two tables that contain duplicate rows, what happens in an INNER JOIN?","Duplicates are automatically removed","Each duplicate row from one table matches with every qualifying row from the other table, producing a Cartesian product of the duplicates","Only the first matching row is returned","The query throws an error","B","An INNER JOIN matches every row from the left table with every qualifying row from the right table. If there are duplicates in either table, the result set will contain all combinations (Cartesian product of matching duplicates).",""
"18","GreyOrange Interview","API Testing","Hard","scenario","A button click on the UI triggers two API calls simultaneously. How would you test this scenario?","Test only the first API call and ignore the second","Intercept both API calls using tools like browser DevTools or a proxy, validate each response independently, check for race conditions, and verify the UI state after both calls complete","Click the button twice to test both calls","Only check the UI without verifying API calls","B","When a single action triggers multiple API calls, you must validate each call independently, check for race conditions, ensure proper sequencing, and verify that the UI correctly reflects the combined results.",""
"19","GreyOrange Interview","Automation","Medium","scenario","A defect found manually is difficult to reproduce consistently. What is the BEST approach to reproduce it in automation?","Skip the defect and mark it as not reproducible","Analyze the exact steps, environment, data, and timing conditions; replicate the precise state in automation using explicit waits and data setup; run the test multiple times to confirm consistency","Reproduce it once manually and close the defect","Only test in production","B","Reproducing intermittent defects requires careful analysis of preconditions, environment setup, data state, and timing. Automation should replicate these conditions precisely and run multiple iterations to confirm.",""
"20","GreyOrange Interview","API Testing","Medium","mcq","How do you test APIs when Swagger documentation is not available?","Give up and skip API testing","Use network inspection tools (browser DevTools, proxy tools like Charles/Fiddler) to capture API endpoints, study request/response patterns, and build tests from observed behavior","Only test the UI and assume APIs work","Wait until documentation is available","B","When Swagger is unavailable, you can reverse-engineer API contracts by capturing network traffic, analyzing request/response patterns, checking for error codes, and building test suites from observed behavior.",""
"21","GreyOrange Interview","Selenium","Easy","mcq","Which of the following is a valid XPath to locate an element with id 'login' and class 'btn'?","//button[@id='login' and @class='btn']","//button[id='login']","//button{@id='login'}","button[@id='login']","A","Valid XPath uses // for relative path, the tag name, and [@attribute='value'] for conditions. The 'and' operator combines multiple attribute conditions. Option A is the correct XPath syntax.",""
"22","GreyOrange Interview","Selenium","Medium","mcq","What XPath would you use to find a dynamic element whose ID changes but always contains the text 'submit'?","//*[contains(@id, 'submit')]","//[@id='submit']","//*[@id='submit']","//*[text()='submit' and @id]","A","The contains() function in XPath matches partial attribute values. //*[contains(@id, 'submit')] finds any element whose ID attribute contains the substring 'submit', making it resilient to dynamic ID changes.",""
"23","GreyOrange Interview","Linux","Easy","mcq","What does the Linux command 'chmod 777 file.txt' do?","Deletes the file","Grants read, write, and execute permissions to the owner, group, and others","Makes the file read-only","Changes the file owner","B","chmod 777 sets permissions to rwxrwxrwx. Each 7 represents read(4)+write(2)+execute(1) for owner, group, and others respectively, granting full access to everyone.",""
"24","GreyOrange Interview","Linux","Easy","mcq","What is the purpose of the 'cat' command in Linux?","To compile code","To display the contents of a file","To create a new directory","To kill a running process","B","The 'cat' (concatenate) command reads and displays file contents to standard output. It can also be used to concatenate multiple files and redirect output.",""
"25","GreyOrange Interview","Linux","Easy","mcq","What does the 'ls -la' command display in Linux?","Only hidden files","A detailed list of all files including hidden ones, with permissions, owner, size, and modification date","Only directories","Only file names without details","B","'ls -la' combines '-l' (long listing format with details) and '-a' (show all files including hidden ones starting with dot). It provides comprehensive file information.",""
"26","GreyOrange Interview","Jenkins","Medium","mcq","How do you re-run only the failed test cases from a previous Jenkins build on a Linux server?","Delete the Jenkins job and create a new one","Use a test framework plugin (e.g., TestNG retry analyzer or Maven Surefire rerunFailingTestsCount) integrated with Jenkins to re-execute only failed tests","Manually run each failed test from the terminal","Re-run the entire test suite every time","B","Jenkins integrates with test framework plugins that track failed tests. TestNG's retry mechanism or Maven Surefire's rerunFailingTestsCount parameter can selectively re-run only failed test cases without re-executing the entire suite.",""
"27","GreyOrange Interview","Manual Testing","Medium","scenario","During regression testing, you discover a defect in a feature that was previously working. What should be your next steps?","Ignore it since it was working before","Log the defect with detailed steps to reproduce, identify the recent changes that may have caused the regression, notify the development team, verify the fix once deployed, and add it to the regression suite","Immediately release the build","Fix the code yourself","B","A regression defect indicates that a recent change broke existing functionality. Proper handling requires documenting the defect, root cause analysis of recent changes, communication with stakeholders, and prevention through enhanced regression coverage.",""
"28","GreyOrange Interview","Selenium","Hard","mcq","What is the BEST locator strategy for a UI element that moves position dynamically on the page?","Use absolute XPath based on position","Use a unique attribute-based locator (id, data-testid, or aria-label) that remains constant regardless of element position","Use pixel coordinates","Use the element index in the page source","B","Dynamic/moving elements change their position but retain their attributes. Attribute-based locators (id, data-testid, name, aria-label) are position-independent and remain stable even when the element moves on the page.",""
"29","GreyOrange Interview","API Testing","Hard","scenario","What are the P0 (highest priority) test scenarios for API testing?","Test only the happy path with valid data","Authentication/authorization validation, core business logic endpoints with valid/invalid data, error handling for all status codes, data integrity, rate limiting, and security vulnerability checks","Only test response time","Only test with one valid request","B","P0 API scenarios cover the most critical aspects: authentication, core functionality, error handling, data integrity, performance thresholds, and security. These must pass before any release to prevent critical production failures.",""
"30","GreyOrange Interview","API Testing","Medium","mcq","What is a polling period in API automation testing?","The time taken to write test scripts","The interval at which an automated test repeatedly checks an API endpoint for an expected state or response before timing out","The time between two different API endpoints","The API response time","B","Polling period is the interval between repeated API calls when waiting for an asynchronous operation to complete. The test periodically checks the API until the expected condition is met or a timeout occurs.",""
"31","GreyOrange Interview","Python Programming","Hard","output","What does this longest unique substring function return for the input 'abcabcbb'?","8","3","5","1","B","The sliding window algorithm tracks the longest substring without repeating characters. For 'abcabcbb', the longest unique substring is 'abc' with length 3. When 'a' repeats, the window slides forward.","def longest_unique(s):\n    seen = {}\n    start = max_len = 0\n    for i, c in enumerate(s):\n        if c in seen and seen[c] >= start:\n            start = seen[c] + 1\n        seen[c] = i\n        max_len = max(max_len, i - start + 1)\n    return max_len\n\nprint(longest_unique('abcabcbb'))"
"32","GreyOrange Interview","API Testing","Easy","mcq","Which HTTP status code range represents client-side errors?","1xx","2xx","3xx","4xx","D","The 4xx range (400-499) indicates client-side errors where the request was malformed, unauthorized, or pointed to a non-existent resource. Examples: 400 Bad Request, 401 Unauthorized, 403 Forbidden, 404 Not Found.",""
"33","GreyOrange Interview","API Testing","Medium","mcq","What is the difference between HTTP status codes 401 and 403?","401 means the server is down; 403 means the API does not exist","401 means authentication is missing or invalid (who are you?); 403 means the user is authenticated but lacks permission (you cannot access this)","Both are identical","401 is a server error; 403 is a client error","B","401 Unauthorized means the request lacks valid authentication credentials. 403 Forbidden means the server understood the request and the user is authenticated, but the user does not have permission to access the resource.",""
"34","GreyOrange Interview","API Testing","Medium","mcq","Which HTTP status code indicates that a resource has been successfully created?","200 OK","201 Created","301 Moved Permanently","204 No Content","B","201 Created is returned when a POST request successfully creates a new resource. It typically includes the created resource in the response body and a Location header pointing to the new resource.",""
"35","GreyOrange Interview","API Testing","Medium","mcq","What does HTTP status code 503 indicate?","Bad Request","Unauthorized","Service Unavailable - the server is temporarily unable to handle the request","Not Found","C","503 Service Unavailable means the server is temporarily unable to handle requests due to maintenance or overload. Unlike 500 (Internal Server Error), 503 implies the situation is temporary.",""
"36","GreyOrange Interview","Roles and Responsibilities","Easy","scenario","During an interview, you are asked to explain your roles and responsibilities as a QA Automation Engineer. Which response BEST describes the role?","I only write test scripts and nothing else","I design test strategies, create and maintain automation frameworks, write and execute automated test scripts, perform API and UI testing, collaborate with developers for defect resolution, participate in sprint ceremonies, and ensure quality gates are met before releases","I only do manual testing","I only manage the team","B","A QA Automation Engineer's responsibilities span test strategy, framework development, test script creation, CI/CD integration, cross-functional collaboration, and quality assurance across all levels of the testing pyramid.",""
"37","GreyOrange Interview","Framework","Medium","mcq","Which of the following BEST describes a typical Selenium automation framework structure?","A single file containing all test code","A structured project with Page Object Model (POM) pattern, separate layers for pages, tests, utilities, configuration files, test data, and reporting","A collection of recorded scripts with no organization","Only a requirements.txt file","B","A well-structured Selenium framework uses POM for maintainability, separates concerns into distinct layers (page objects, test cases, utilities, config, data, reports), and integrates with CI/CD pipelines.",""
"38","GreyOrange Interview","Selenium","Hard","mcq","How do you implement cross-browser parallel execution in Selenium?","Run tests one by one on each browser manually","Use Selenium Grid with a hub and multiple nodes, or use cloud platforms like BrowserStack/SauceLabs, combined with a test runner (TestNG/pytest-xdist) configured for parallel execution","Open multiple browser windows in a single test","Use only ChromeDriver for all browsers","B","Cross-browser parallel execution requires Selenium Grid (hub-node architecture) or cloud-based platforms, combined with a test runner that supports parallel threads. This reduces execution time and ensures compatibility across browsers.",""
"39","GreyOrange Interview","API Testing","Easy","mcq","What does HTTP status code 500 indicate?","Client sent a bad request","Resource not found","Internal Server Error - an unexpected condition on the server side","Authentication required","C","500 Internal Server Error is a generic server-side error indicating that the server encountered an unexpected condition that prevented it from fulfilling the request. It is not caused by the client.",""
"40","GreyOrange Interview","API Testing","Easy","mcq","What does HTTP status code 301 indicate?","Bad Request","Moved Permanently - the requested resource has been permanently moved to a new URL","Unauthorized","Service Unavailable","B","301 Moved Permanently indicates that the requested resource has been permanently moved to a different URL. The client should use the new URL provided in the Location header for all future requests.",""
"41","GreyOrange Interview","API Testing","Medium","scenario","You discover that clicking a button in the UI triggers two simultaneous API calls, and occasionally the second call fails. How do you debug this?","Ignore the intermittent failure","Capture both API calls using a network proxy, analyze request/response timing, check for shared resource contention or race conditions, verify that the backend handles concurrent requests correctly, and add retry logic or sequencing if needed","Disable the second API call","Only test the button in one browser","B","Intermittent failures in concurrent API calls often indicate race conditions, shared resource contention, or timing issues. Debugging requires capturing both calls, analyzing their interaction, and verifying backend concurrency handling.",""
"42","GreyOrange Interview","API Testing","Hard","mcq","What does HTTP status code 404 indicate and what is its significance in API testing?","The server is overloaded","The requested resource does not exist at the given endpoint; in API testing it validates that the API correctly handles requests to non-existent resources","Authentication failed","The request timed out","B","404 Not Found means the server cannot find the requested resource. In API testing, verifying 404 responses for invalid endpoints ensures proper error handling and helps validate routing logic.",""
"43","GreyOrange Interview","SQL","Medium","output","What is the result of the following SQL query if the employee table has duplicate salary values?","Returns only distinct third highest salary","Returns all employees with the third highest salary including duplicates","Returns an error","Returns NULL","B","The DENSE_RANK() function assigns the same rank to duplicate salary values without gaps. Filtering WHERE rnk = 3 returns ALL employees whose salary is the third highest, including those with identical salaries.","SELECT name, salary FROM (\n  SELECT name, salary,\n    DENSE_RANK() OVER (ORDER BY salary DESC) as rnk\n  FROM employee\n) ranked\nWHERE rnk = 3;"
