"id","subject","topic","difficulty","type","question","option_a","option_b","option_c","option_d","correct_answer","explanation","code_snippet"
"14","Pytest","Fixtures","Medium","mcq","How do you request a fixture in a test function?","Add the fixture name as a parameter","Call pytest.use_fixture()","Import the fixture","Use @pytest.use decorator","A","Fixtures are requested by adding the fixture function name as a test parameter.",""
"15","Pytest","Fixtures","Hard","mcq","What does the autouse=True parameter do in a fixture?","Applies the fixture to all tests in scope automatically","Makes the fixture run in parallel","Caches the fixture result","Disables teardown","A","autouse=True makes a fixture automatically used by all tests in its scope without explicit request.",""
"16","Pytest","Fixtures","Easy","mcq","Which keyword in a fixture is used for teardown (cleanup) code?","yield","return","finally","cleanup","A","Using yield in a fixture separates setup from teardown; code after yield runs as cleanup.",""
"17","Pytest","Fixtures","Medium","mcq","What is the purpose of the request parameter in a fixture?","Access information about the requesting test","Make HTTP requests","Request more memory","Request other fixtures","A","The special request object gives the fixture access to the test context and configuration.",""
"18","Pytest","Fixtures","Hard","mcq","Which fixture scope is executed once for the entire test session?","session","global","all","once","A","scope='session' ensures the fixture is invoked only once per test session.",""
"19","Pytest","Fixtures","Hard","mcq","How can a fixture provide multiple parameter sets to tests?","Using the params argument in @pytest.fixture","Using @pytest.parametrize on the fixture","Using fixture.add_params()","Using yield multiple times","A","The params argument in @pytest.fixture allows a fixture to be invoked multiple times with different parameter values.",""
"20","Pytest","Fixtures","Medium","mcq","What is the correct order of fixture scopes from narrowest to widest?","function, class, module, package, session","session, module, class, function","function, module, session","class, function, module, session","A","The scopes from narrowest to widest are: function, class, module, package, session.",""
"21","Pytest","Fixtures","Easy","mcq","Can a fixture use another fixture?","Yes, by adding the other fixture as a parameter","No, fixtures cannot depend on other fixtures","Only if they share the same scope","Only with a special decorator","A","Fixtures can request other fixtures just like test functions do, by declaring them as parameters.",""
"22","Pytest","Fixtures","Medium","mcq","What happens when two fixtures with the same name exist in different conftest.py files?","The more local conftest fixture overrides the outer one","An error is raised","Both are executed","The first one found is used","A","Pytest uses the fixture from the closest conftest.py, allowing fixture overriding by scope.",""
"23","Pytest","Fixtures","Hard","mcq","Which built-in fixture provides a temporary directory unique to the test invocation?","tmp_path","tempdir","temp_folder","test_dir","A","tmp_path is a built-in fixture that provides a pathlib.Path to a temporary directory unique to each test.",""
"24","Pytest","Fixtures","Easy","mcq","Which built-in fixture captures output written to stdout?","capsys","stdout","capture","output","A","The capsys fixture captures writes to sys.stdout and sys.stderr.",""
"25","Pytest","Conftest","Easy","mcq","What is the purpose of conftest.py in pytest?","Share fixtures and hooks across tests","Configure Python path","Store test data","Define test runners","A","conftest.py is used to share fixtures, hooks, and plugins across multiple test files.",""
"26","Pytest","Conftest","Easy","mcq","Does conftest.py need to be imported explicitly by test files?","No, pytest discovers it automatically","Yes, it must be imported","Only for fixtures","Only for hooks","A","Pytest automatically discovers conftest.py files; no explicit import is needed.",""
"27","Pytest","Conftest","Medium","mcq","Can there be multiple conftest.py files in a project?","Yes, one per directory at different levels","No, only one is allowed","Only two: root and test directory","Only in the root directory","A","You can have conftest.py at multiple directory levels; each applies to tests in its directory and subdirectories.",""
"28","Pytest","Conftest","Medium","mcq","Which conftest.py takes precedence when the same fixture name is defined in multiple conftest files?","The one closest to the test file","The one at the root level","The one loaded first","Neither, it causes an error","A","The conftest.py closest to the test file takes precedence for fixtures with the same name.",""
"29","Pytest","Conftest","Hard","mcq","Which hook in conftest.py is used to add custom command-line options?","pytest_addoption","pytest_configure","pytest_cmdline","pytest_add_argument","A","The pytest_addoption hook allows adding custom command-line options to pytest.",""
"30","Pytest","Conftest","Hard","mcq","Can conftest.py be used to define custom markers?","Yes, via pytest_configure hook","No, markers can only be defined in pytest.ini","Only built-in markers are supported","Only via command line","A","Custom markers can be registered in conftest.py using the pytest_configure hook.",""
"31","Pytest","Markers","Easy","mcq","Which decorator is used to skip a test in pytest?","@pytest.mark.skip","@pytest.skip","@pytest.mark.ignore","@pytest.mark.disable","A","@pytest.mark.skip unconditionally skips a test.",""
"32","Pytest","Markers","Easy","mcq","Which marker is used to mark a test as expected to fail?","@pytest.mark.xfail","@pytest.mark.expected_failure","@pytest.mark.fail","@pytest.mark.known_issue","A","@pytest.mark.xfail marks a test as expected to fail.",""
"33","Pytest","Markers","Medium","mcq","How do you run only tests marked with 'slow' using the command line?","pytest -m slow","pytest --marker slow","pytest --only slow","pytest -k slow","A","The -m flag selects tests by marker expression.",""
"34","Pytest","Markers","Medium","mcq","What does @pytest.mark.skipif(condition, reason='...') do?","Skips the test if the condition is True","Fails the test if the condition is True","Skips the test if the condition is False","Always skips the test","A","@pytest.mark.skipif conditionally skips a test based on the given condition.",""
"35","Pytest","Markers","Hard","mcq","How do you register a custom marker to avoid warnings?","Add it to markers in pytest.ini","Use @pytest.register_mark","Call pytest.add_marker()","No registration is needed","A","Custom markers should be registered in pytest.ini under the markers setting to avoid PytestUnknownMarkWarning.",""
"36","Pytest","Markers","Hard","mcq","Which marker expression runs tests that are marked 'fast' but NOT 'db'?","pytest -m 'fast and not db'","pytest -m 'fast -db'","pytest -m 'fast | not db'","pytest -m 'fast exclude db'","A","Marker expressions support and, or, not operators; 'fast and not db' selects the right tests.",""
"37","Pytest","Markers","Easy","mcq","What is the purpose of the reason parameter in @pytest.mark.skip?","Document why the test is skipped","Provide an error message","Set a condition","Define a category","A","The reason parameter provides documentation for why the test is being skipped.",""
"38","Pytest","Markers","Medium","mcq","Can multiple markers be applied to a single test?","Yes, by stacking decorators","No, only one marker per test","Only if they are compatible","Only custom markers can be stacked","A","Multiple markers can be applied by stacking @pytest.mark decorators on a test function.",""
"39","Pytest","Parametrize","Easy","mcq","Which decorator is used to parametrize a test in pytest?","@pytest.mark.parametrize","@pytest.parametrize","@pytest.mark.params","@pytest.data","A","@pytest.mark.parametrize provides parameterized test data to a test function.",""
"40","Pytest","Parametrize","Easy","mcq","What is the first argument to @pytest.mark.parametrize?","A string of comma-separated parameter names","A list of values","The test function","A dictionary","A","The first argument is a string (or list) of parameter names.",""
"41","Pytest","Parametrize","Medium","mcq","Can @pytest.mark.parametrize be stacked to create combinations?","Yes, stacking creates a cartesian product","No, only one parametrize per test","Only with a special flag","Only for fixtures","A","Stacking multiple @pytest.mark.parametrize decorators creates the cartesian product of all parameters.",""
"42","Pytest","Parametrize","Medium","mcq","How do you pass multiple parameters per test case in @pytest.mark.parametrize?","Use tuples in the values list","Use dictionaries","Use separate decorators","Use keyword arguments","A","Multiple parameters are passed as tuples: @pytest.mark.parametrize('a,b', [(1,2), (3,4)]).",""
"43","Pytest","Parametrize","Hard","mcq","How do you give a custom test ID to a parametrized test case?","Use pytest.param with the id argument","Add id= to @pytest.mark.parametrize","Use a dictionary key","Use the __name__ attribute","A","pytest.param(value, id='custom_id') allows custom test IDs for parametrized cases.",""
"44","Pytest","Parametrize","Hard","mcq","How do you mark a specific parametrize value as expected to fail?","Use pytest.param(value, marks=pytest.mark.xfail)","Use @pytest.mark.xfail on the test","Add xfail=True to parametrize","Use a conditional inside the test","A","pytest.param with marks=pytest.mark.xfail marks a specific parameter combination as xfail.",""
"45","Pytest","Assertions","Easy","mcq","Which statement is used for assertions in pytest?","assert","self.assertEqual","pytest.assert_equal","expect","A","Pytest uses the plain Python assert statement with enhanced introspection.",""
"46","Pytest","Assertions","Easy","mcq","What does pytest do to make assert failure messages more informative?","Assert rewriting to show intermediate values","Nothing special","Uses custom exception classes","Requires explicit messages","A","Pytest rewrites assert statements to provide detailed failure messages showing intermediate values.",""
"47","Pytest","Assertions","Medium","mcq","How do you assert that a function raises a specific exception in pytest?","pytest.raises(ExceptionType)","assert raises(ExceptionType)","try/except","@pytest.expect_error","A","pytest.raises(ExceptionType) is used as a context manager to assert exceptions.",""
"48","Pytest","Assertions","Medium","mcq","How do you check the exception message with pytest.raises?","Use the match parameter with a regex pattern","Check the return value","Use assert on the exception string","Use pytest.message()","A","pytest.raises(Exception, match='pattern') checks the exception message against a regex.",""
"49","Pytest","Assertions","Hard","mcq","How do you assert that a specific warning is issued?","pytest.warns(WarningType)","pytest.raises(WarningType)","assert warning()","pytest.check_warning()","A","pytest.warns(WarningType) captures and asserts warnings.",""
"50","Pytest","Assertions","Hard","mcq","What does pytest.approx() do?","Compares floating point numbers with a tolerance","Rounds numbers","Converts to integers","Checks type equality","A","pytest.approx() allows comparing floats with configurable absolute and relative tolerances.",""
"51","Pytest","Assertions","Easy","mcq","Can you add a custom message to a pytest assertion?","Yes, with assert expr, 'message'","No, only automatic messages","Only with a plugin","Only in verbose mode","A","Python's assert supports a second argument: assert expression, 'custom message'.",""
"52","Pytest","Assertions","Medium","mcq","How do you disable assertion rewriting for a module?","Add PYTEST_DONT_REWRITE docstring","Use --no-rewrite flag","Set rewrite=False in pytest.ini","Use standard unittest assertions","A","Adding a docstring containing 'PYTEST_DONT_REWRITE' disables assertion rewriting for that module.",""
"53","Pytest","Plugins","Easy","mcq","How are pytest plugins typically installed?","Via pip install","By copying files to a plugins directory","By editing pytest source code","By importing in conftest.py","A","Most pytest plugins are distributed as pip-installable packages.",""
"54","Pytest","Plugins","Easy","mcq","Which command lists all installed pytest plugins?","pytest --co -q or pytest -p no:header","pytest --plugins","pytest --list-plugins","pytest --show-plugins","A","Various commands can show plugin info; --co shows registered plugins in the header.",""
"55","Pytest","Plugins","Medium","mcq","What is the entry point group name for pytest plugins?","pytest11","pytest_plugins","pytest.plugins","pytest_entry","A","Plugins register under the 'pytest11' entry point group in setup.py/pyproject.toml.",""
"56","Pytest","Plugins","Medium","mcq","How do you disable a specific plugin when running pytest?","pytest -p no:plugin_name","pytest --disable plugin_name","pytest --no-plugin plugin_name","Remove the package","A","The -p no:name syntax disables a plugin for that test run.",""
"57","Pytest","Plugins","Hard","mcq","Which file can be used as a local plugin without packaging?","conftest.py","plugin.py","pytest_plugin.py","local_plugin.py","A","conftest.py acts as a local plugin, allowing hook implementations without packaging.",""
"58","Pytest","Plugins","Hard","mcq","What is the purpose of the pytest_plugins variable in conftest.py?","To load additional plugin modules by name","To list disabled plugins","To configure plugin order","To define plugin dependencies","A","The pytest_plugins global variable in conftest.py specifies additional plugin modules to load.",""
"59","Pytest","Hooks","Easy","mcq","What are pytest hooks?","Functions that allow customizing pytest behavior at specific points","Git hooks for pre-commit","Keyboard shortcuts","Test decorators","A","Pytest hooks are well-defined functions that plugins/conftest can implement to customize behavior.",""
"60","Pytest","Hooks","Medium","mcq","Where are pytest hooks typically implemented?","In conftest.py or plugin modules","In test files","In pytest.ini","In setup.py","A","Hooks are implemented in conftest.py files or in plugin modules.",""
"61","Pytest","Hooks","Medium","mcq","Which hook is called after all tests are collected?","pytest_collection_modifyitems","pytest_after_collection","pytest_tests_collected","pytest_post_collect","A","pytest_collection_modifyitems is called after collection is complete, allowing modification of the items list.",""
"62","Pytest","Hooks","Hard","mcq","Which hook is called to create the terminal report?","pytest_terminal_summary","pytest_report","pytest_create_report","pytest_output","A","pytest_terminal_summary is called after all tests run to add content to the terminal report.",""
"63","Pytest","Hooks","Hard","mcq","What is the purpose of the pytest_configure hook?","Called after command line options are parsed and all plugins loaded","To configure Python interpreter","To set up test databases","To install dependencies","A","pytest_configure is called early, allowing plugins to perform initial configuration.",""
"64","Pytest","Hooks","Easy","mcq","Which hook runs before each test function is executed?","pytest_runtest_setup","pytest_before_test","pytest_pre_run","pytest_test_init","A","pytest_runtest_setup is called before each test function execution.",""
"65","Pytest","Configuration","Easy","mcq","Which files can be used for pytest configuration?","pytest.ini, pyproject.toml, setup.cfg, tox.ini","Only pytest.ini","Only pyproject.toml","Only setup.cfg","A","Pytest supports configuration in pytest.ini, pyproject.toml [tool.pytest.ini_options], setup.cfg, and tox.ini.",""
"66","Pytest","Configuration","Easy","mcq","Which section in pyproject.toml is used for pytest settings?","[tool.pytest.ini_options]","[pytest]","[tool.pytest]","[test.pytest]","A","Pytest configuration in pyproject.toml goes under [tool.pytest.ini_options].",""
"67","Pytest","Configuration","Medium","mcq","What does the testpaths configuration option do?","Specifies directories to search for tests","Sets the Python path","Defines output paths","Sets temp directories","A","testpaths lists directories that pytest should search for tests when no arguments are given.",""
"68","Pytest","Configuration","Medium","mcq","What does the addopts configuration option do?","Adds default command-line options to every pytest run","Adds optional test files","Optimizes test execution","Adds plugins","A","addopts specifies extra command-line arguments that are automatically applied to every run.",""
"69","Pytest","Configuration","Hard","mcq","What is the purpose of the filterwarnings configuration?","Controls how warnings are handled during tests","Filters test files","Filters test output","Blocks error messages","A","filterwarnings configures warning filters, allowing suppression or escalation of specific warnings.",""
"70","Pytest","Configuration","Hard","mcq","How do you set the minimum pytest version required in configuration?","minversion = 7.0","min_pytest = 7.0","required_version = 7.0","pytest_min = 7.0","A","The minversion option specifies the minimum required pytest version.",""
"71","Pytest","Reporting","Easy","mcq","Which flag increases the verbosity of pytest output?","-v","-d","-q","-o","A","The -v (--verbose) flag increases output verbosity.",""
"72","Pytest","Reporting","Easy","mcq","Which flag produces minimal output in pytest?","-q","-s","-v","-x","A","-q (--quiet) reduces the output to minimal information.",""
"73","Pytest","Reporting","Medium","mcq","What does the --tb=short option do?","Shows a shorter traceback format","Sets a timeout","Shows only test names","Disables tracebacks","A","--tb=short shows a shorter, more concise traceback format for failures.",""
"74","Pytest","Reporting","Medium","mcq","Which option generates a JUnit XML report?","--junitxml=path","--xml=path","--junit=path","--report=xml","A","--junitxml=path generates a JUnit-compatible XML report file.",""
"75","Pytest","Reporting","Hard","mcq","What does the -r flag do in pytest?","Controls which summary information is shown (e.g., -rfs for failed and skipped)","Runs tests in reverse","Reruns failed tests","Reports resource usage","A","-r controls the short test summary line, with characters indicating which outcomes to show.",""
"76","Pytest","Reporting","Hard","mcq","Which option disables all output capturing so print statements appear immediately?","-s","-v","--no-capture","--live-output","A","-s (--capture=no) disables output capturing, showing print statements in real time.",""
"77","Pytest","Reporting","Medium","mcq","What does --tb=no do?","Disables traceback output entirely","Shows no test names","Disables test output","Shows no summary","A","--tb=no suppresses traceback output for failed tests.",""
"78","Pytest","Parallel Execution","Easy","mcq","Which plugin enables parallel test execution in pytest?","pytest-xdist","pytest-parallel","pytest-concurrent","pytest-multirun","A","pytest-xdist is the standard plugin for running tests in parallel.",""
"79","Pytest","Parallel Execution","Easy","mcq","Which flag specifies the number of parallel workers in pytest-xdist?","-n","-p","-w","-j","A","-n NUM specifies the number of worker processes for parallel execution.",""
"80","Pytest","Parallel Execution","Medium","mcq","What does -n auto do in pytest-xdist?","Uses as many workers as CPU cores","Automatically decides to parallelize or not","Uses automatic load balancing","Runs tests in automatic order","A","-n auto detects the number of CPU cores and uses that many workers.",""
"81","Pytest","Parallel Execution","Medium","mcq","Which distribution mode in pytest-xdist sends tests to workers one at a time?","load","each","no","round","A","loadscope and load modes distribute tests dynamically; 'load' sends one test at a time to available workers.",""
"82","Pytest","Parallel Execution","Hard","mcq","What is the --dist=loadscope option in pytest-xdist?","Groups tests by module/class and sends each group to one worker","Loads tests by scope","Distributes by fixture scope","Loads balance by duration","A","--dist=loadscope groups tests by module or class and assigns each group to a single worker.",""
"83","Pytest","Parallel Execution","Hard","mcq","Which fixture scope is safe to use with parallel execution?","session scope requires special handling; function scope is always safe","All scopes work the same","Only class scope","None are safe","A","Function-scoped fixtures are safe per-worker; session-scoped need careful design to avoid conflicts.",""
"84","Pytest","Test Discovery","Easy","mcq","What file extension must test files have for pytest to discover them?",".py",".test",".pytest",".tst","A","Pytest only collects Python files with .py extension matching the configured patterns.",""
"85","Pytest","Test Discovery","Medium","mcq","Can pytest discover tests inside nested directories?","Yes, it recurses into directories by default","No, only the top-level directory","Only with --recursive flag","Only if __init__.py is present","A","Pytest recursively traverses directories to find test files.",""
"86","Pytest","Test Discovery","Hard","mcq","What does the norecursedirs option do in pytest.ini?","Specifies directories to skip during collection","Disables recursive discovery","Specifies test directories","Limits recursion depth","A","norecursedirs lists directory patterns that pytest should not enter during collection.",""
"87","Pytest","Fixtures","Easy","mcq","Which built-in fixture provides a temporary directory as a string path?","tmpdir","tmp_path_str","temp_dir","test_tmpdir","A","tmpdir provides a py.path.local object for a temporary directory (legacy; tmp_path is preferred).",""
"88","Pytest","Fixtures","Medium","mcq","What is the purpose of the capsys built-in fixture?","Capture stdout and stderr output","Capture system calls","Capture keyboard input","Capture network traffic","A","capsys captures writes to sys.stdout and sys.stderr for assertion in tests.",""
"89","Pytest","Fixtures","Hard","mcq","What is fixture finalization in pytest?","Code that runs after a fixture's test(s) complete for cleanup","The last fixture to execute","Fixture optimization","Fixture caching","A","Fixture finalization (teardown) runs cleanup code after the test(s) using the fixture complete.",""
"90","Pytest","Conftest","Easy","mcq","Can conftest.py contain hook implementations?","Yes","No","Only in the root conftest.py","Only with a special import","A","conftest.py can contain both fixture definitions and hook implementations.",""
"91","Pytest","Conftest","Hard","mcq","What happens if conftest.py has a syntax error?","All tests in that directory and subdirectories fail to collect","Only the conftest file is skipped","Pytest falls back to default behavior","Only affected fixtures are skipped","A","A syntax error in conftest.py prevents collection of all tests in its scope.",""
"92","Pytest","Markers","Easy","mcq","What does the -k flag do in pytest?","Selects tests by matching expression against test names","Kills running tests","Sets a test key","Keeps test output","A","-k filters tests by matching a string expression against test names.",""
"93","Pytest","Markers","Hard","mcq","What is the strict_markers configuration option?","Raises an error for unregistered markers","Makes markers case-sensitive","Requires markers on all tests","Disables custom markers","A","When strict_markers is set, using an unregistered marker raises an error instead of a warning.",""
"94","Pytest","Parametrize","Easy","mcq","What does @pytest.mark.parametrize do to a test function?","Runs the test multiple times with different arguments","Makes the test parallel","Adds parameters to the test report","Creates test fixtures","A","@pytest.mark.parametrize creates multiple test cases from a single test function with different inputs.",""
"95","Pytest","Parametrize","Hard","mcq","Can indirect parametrize pass values to fixtures?","Yes, using indirect=True","No, parametrize only works with test functions","Only with special fixtures","Only in conftest.py","A","indirect=True passes parametrize values to the fixture rather than the test directly.",""
"96","Pytest","Assertions","Easy","mcq","What happens when an assert statement fails in pytest?","An AssertionError is raised and the test fails","The test is skipped","pytest retries the assertion","The test continues","A","A failed assert raises AssertionError, causing the test to fail with detailed introspection output.",""
"97","Pytest","Assertions","Hard","mcq","How does pytest.approx handle comparison of sequences?","It compares element-wise with tolerance","It only works with single values","It converts to strings first","It uses hash comparison","A","pytest.approx can compare lists and numpy arrays element-wise with the specified tolerance.",""
"98","Pytest","Plugins","Easy","mcq","What is pytest-html used for?","Generating HTML test reports","Testing HTML pages","Parsing HTML content","Converting tests to HTML","A","pytest-html generates self-contained HTML reports of test results.",""
"99","Pytest","Plugins","Medium","mcq","What is the purpose of pytest-randomly?","Randomizes the order of test execution","Generates random test data","Randomly skips tests","Creates random fixtures","A","pytest-randomly randomizes the order of tests to detect hidden dependencies between tests.",""
"100","Pytest","Hooks","Easy","mcq","Can hooks be implemented in conftest.py?","Yes","No, only in plugins","Only certain hooks","Only in the root directory","A","conftest.py can implement any pytest hook.",""
"101","Pytest","Hooks","Hard","mcq","What is the purpose of pytest_sessionstart?","Called after Session object creation and before collection","Called after all tests complete","Starts a new test session","Initializes plugins","A","pytest_sessionstart is called after the Session object is created, before collection and running tests.",""
"102","Pytest","Configuration","Easy","mcq","What is the default traceback style in pytest?","auto","long","short","minimal","A","The default traceback style is 'auto', which uses 'long' for single failures and 'short' for multiple.",""
"103","Pytest","Configuration","Hard","mcq","What does the cache_dir configuration option control?","The directory where pytest stores cache data","The location of cached test results","The fixture cache location","The plugin cache","A","cache_dir sets the directory for pytest's cache plugin, which stores data like last-failed info.",""
"104","Pytest","Reporting","Easy","mcq","What does the -x flag do in pytest?","Stops after the first failure","Shows extra information","Excludes tests","Enables XML output","A","-x (--exitfirst) stops the entire test session after the first test failure.",""
"105","Pytest","Reporting","Hard","mcq","What does --tb=line show?","Only one line per failure","Line numbers only","Line-by-line execution","Inline tracebacks","A","--tb=line shows only the line of code that caused each failure, very compact output.",""
"106","Pytest","Parallel Execution","Easy","mcq","What is the benefit of running tests in parallel?","Faster test execution by utilizing multiple CPU cores","Better test isolation","More accurate results","Simpler test code","A","Parallel execution reduces total test time by distributing tests across multiple CPU cores.",""
"107","Pytest","Parallel Execution","Hard","mcq","How does pytest-xdist handle session-scoped fixtures?","Each worker gets its own instance of the session fixture","Session fixtures are shared across workers","Session fixtures are disabled","Only one worker runs session fixtures","A","In pytest-xdist, each worker process has its own session, so session fixtures run once per worker.",""
"108","Pytest","Test Discovery","Easy","mcq","What command runs all tests in the current directory?","pytest","python -m test","test_runner","py.test.run()","A","Simply running 'pytest' discovers and executes all tests in the current directory and below.",""
"109","Pytest","Fixtures","Medium","mcq","What does the capfd fixture capture?","File descriptor level output (fd 1 and fd 2)","Function definitions","File data","Fixture dependencies","A","capfd captures output at the file descriptor level, catching output from subprocesses too.",""
"110","Pytest","Conftest","Medium","mcq","Can conftest.py import from other modules?","Yes, it is a regular Python module","No, it must be self-contained","Only from the standard library","Only from test modules","A","conftest.py is a regular Python module and can import from any accessible module.",""
"111","Pytest","Markers","Medium","mcq","How do you list all registered markers?","pytest --markers","pytest --list-markers","pytest --show-markers","pytest -m list","A","--markers shows all registered markers along with their descriptions.",""
"112","Pytest","Parametrize","Medium","mcq","Can @pytest.mark.parametrize use pytest.param for individual test cases?","Yes, to add marks or custom IDs to specific cases","No, pytest.param is for fixtures only","Only for xfail marks","Only in conftest.py","A","pytest.param() wraps individual parameter sets, allowing custom IDs and marks per case.",""
"113","Pytest","Assertions","Medium","mcq","What does the --assert=plain option do?","Disables assertion rewriting, using plain assertion mode","Shows plain text errors","Enables plain assert messages","Simplifies output","A","--assert=plain disables the assertion rewriting mechanism, falling back to standard Python assertions.",""
"114","Pytest","Plugins","Hard","mcq","What is the pytest plugin loading order?","Built-in, setuptools entrypoints, conftest.py, command-line","Random","Alphabetical","Reverse alphabetical","A","Plugins load in order: built-in, then setuptools entry points, then conftest.py, then -p command-line.",""
"115","Pytest","Hooks","Medium","mcq","What does the pytest_runtest_call hook do?","Called to execute the test function body","Calls other hooks","Schedules test execution","Logs test calls","A","pytest_runtest_call is called to actually execute the test function.",""
"116","Pytest","Configuration","Medium","mcq","What is the purpose of the confcutdir setting?","Sets the directory where conftest.py search stops","Cuts configuration files","Limits directory depth","Disables conftest files","A","confcutdir sets the upper directory boundary for conftest.py file searching.",""
"117","Pytest","Reporting","Medium","mcq","What does the --co flag do in pytest?","Collects tests without running them (same as --collect-only)","Shows code output","Enables colored output","Counts test outcomes","A","--co is a shorthand for --collect-only, listing all collected tests without executing them.",""
"118","Pytest","Parallel Execution","Medium","mcq","What does the --forked flag in pytest-xdist do?","Runs each test in a separate forked subprocess","Forks the test session","Creates forked git branches","Duplicates test data","A","--forked isolates each test in its own subprocess, preventing memory leaks from affecting other tests.",""
"119","Pytest","Test Discovery","Hard","mcq","What is the purpose of the confcutdir in test discovery?","Defines the upper boundary for conftest.py file lookup","Cuts off test discovery","Limits directory traversal","Sets the root test directory","A","confcutdir prevents pytest from looking for conftest.py files above the specified directory.",""
"120","Pytest","Fixtures","Hard","mcq","What is the difference between tmp_path and tmpdir fixtures?","tmp_path returns pathlib.Path; tmpdir returns py.path.local","They are identical","tmpdir is session-scoped","tmp_path is deprecated","A","tmp_path provides a modern pathlib.Path object, while tmpdir provides the legacy py.path.local.",""
"121","Pytest","Conftest","Hard","mcq","How do you share fixtures between non-nested directories?","Place fixtures in the common parent directory's conftest.py","Import them explicitly","Use a plugin","Copy the conftest.py","A","Fixtures in a parent directory's conftest.py are available to all tests in subdirectories.",""
"122","Pytest","Markers","Hard","mcq","How does the -k expression handle special characters in test names?","Use double backslash or quotes to escape special characters","Special characters are not supported","They are stripped automatically","Use regex syntax","A","The -k expression uses Python expression syntax; special characters may need escaping.",""
"123","Pytest","Assertions","Hard","mcq","How do you check the returned value from pytest.raises?","Access the .value attribute of the context manager result","Use return_value","Call .get_exception()","Use the match parameter","A","The context manager returns an ExceptionInfo object; .value gives the actual exception instance.",""
"124","Pytest","Hooks","Hard","mcq","What is a hookimpl wrapper and how is it used?","A hook that wraps the execution of other hooks using yield","A decorator that registers hooks","A class that stores hook results","A plugin for wrapping tests","A","A hookimpl can use @pytest.hookimpl(hookwrapper=True) with yield to wrap other hook implementations.",""
"125","Pytest","Configuration","Hard","mcq","How do you override a configuration value from the command line?","Using -o option=value","Using --config option=value","Using --set option=value","Using -c option=value","A","The -o (or --override-ini) flag allows overriding ini-file options from the command line.",""
"126","Pytest","Reporting","Hard","mcq","What does the --durations-min option do?","Only shows durations greater than the specified minimum seconds","Sets minimum test duration","Filters tests by duration","Sets report minimum","A","--durations-min filters the durations report to only show items taking longer than the specified seconds.",""
"127","Pytest","Parallel Execution","Hard","mcq","What is the purpose of the worker_id fixture in pytest-xdist?","Provides a unique identifier for each worker process","Sets the worker priority","Names the worker thread","Counts active workers","A","worker_id (e.g., 'gw0', 'gw1') uniquely identifies each xdist worker, useful for resource isolation.",""
"128","Pytest","Test Discovery","Medium","mcq","What does the --import-mode option control?","How test modules are imported (prepend, append, importlib)","Which imports are allowed","Import timeout","Module caching","A","--import-mode controls the mechanism pytest uses to import test modules.",""
