"id","subject","topic","difficulty","type","question","option_a","option_b","option_c","option_d","correct_answer","explanation","code_snippet"
"56","Python Requests","POST Requests","Hard","mcq","How do you send a POST request with a generator as the body?","Pass the generator to the data parameter","Pass the generator to the json parameter","Generators cannot be used as request bodies","Use the stream parameter","A","Generators can be passed to data for chunk-encoded transfer.",""
"57","Python Requests","Headers","Medium","mcq","What does the User-Agent header typically contain in requests?","python-requests/version_number","Python/version_number","Mozilla/5.0","curl/version_number","A","requests sets the default User-Agent to 'python-requests/X.X.X'.",""
"58","Python Requests","Headers","Hard","mcq","How can you access a specific header value from the response?","response.headers['Content-Type'] or response.headers.get('Content-Type')","response.header('Content-Type')","response.get_header('Content-Type')","response['Content-Type']","A","response.headers supports both dict-style access and .get() method.",""
"59","Python Requests","Response Handling","Easy","mcq","What does bool(response) return for a 200 status code?","True","False","None","200","A","Response objects are truthy for status codes less than 400.",""
"60","Python Requests","Response Handling","Medium","mcq","What does response.ok return?","True if the status code is less than 400","True only for 200","True for any 2xx status","True if there was no error","A","response.ok returns True if the status code is less than 400.",""
"61","Python Requests","Response Handling","Hard","mcq","What is the difference between response.text and response.content?","text returns decoded str, content returns bytes","text returns bytes, content returns str","They are identical","text is for JSON, content is for HTML","A","response.text decodes the content using the detected encoding; content is raw bytes.",""
"62","Python Requests","Timeout Handling","Easy","mcq","What unit is the timeout parameter specified in?","Seconds","Milliseconds","Microseconds","Minutes","A","The timeout parameter is specified in seconds (can be a float for sub-second).",""
"63","Python Requests","Timeout Handling","Hard","mcq","Does the timeout parameter limit the total download time?","No, it only limits the time waiting for a connection or response from the server","Yes, it limits total time","It depends on the server","Only with stream=True","A","Timeout applies to connection and read separately, not to the total download time.",""
"64","Python Requests","Error Handling","Medium","mcq","What exception is raised when a response cannot be decoded?","requests.exceptions.ContentDecodingError","requests.exceptions.DecodeError","UnicodeDecodeError","requests.exceptions.EncodingError","A","ContentDecodingError is raised for failures in decoding response content.",""
"65","Python Requests","Error Handling","Easy","mcq","Does a 404 response raise an exception by default?","No, you must call raise_for_status()","Yes, it raises HTTPError","Yes, it raises ConnectionError","Yes, it raises NotFoundError","A","requests does not raise exceptions for HTTP error codes unless raise_for_status() is called.",""
"66","Python Requests","Query Parameters","Easy","mcq","What happens when you pass params={'q': 'python'} to requests.get('https://example.com')?","The URL becomes https://example.com?q=python","The body contains q=python","A header q=python is added","The query is sent via POST","A","The params dict is URL-encoded and appended to the URL as a query string.",""
"67","Python Requests","Query Parameters","Medium","mcq","Can you pass params along with a manually included query string in the URL?","Yes, both are combined","No, params overwrites the existing query string","An error is raised","Only the URL query string is used","A","params are appended to any existing query string in the URL.",""
"68","Python Requests","Request Body","Medium","mcq","What does requests do with a string passed to the data parameter?","Sends it as-is in the request body","URL-encodes it","Raises a TypeError","Converts it to JSON","A","Strings passed to data are sent directly without any encoding.",""
"69","Python Requests","Request Body","Hard","mcq","How can you send XML data in a POST request?","Pass the XML string to data with appropriate Content-Type header","Use the xml parameter","Use json= with XML string","requests does not support XML","A","XML is sent as a string via data with headers={'Content-Type': 'application/xml'}.",""
"70","Python Requests","GET Requests","Easy","mcq","Which module must be imported to use the requests library?","import requests","import http.requests","from urllib import requests","import request","A","The requests library is imported with 'import requests'.",""
"71","Python Requests","POST Requests","Medium","mcq","How do you send a list as JSON in a POST request?","requests.post(url, json=[1, 2, 3])","requests.post(url, data=[1, 2, 3])","requests.post(url, list=[1, 2, 3])","requests.post(url, body=[1, 2, 3])","A","The json parameter accepts any JSON-serialisable Python object including lists.",""
"72","Python Requests","Error Handling","Medium","mcq","What exception class is parent to Timeout and ConnectionError?","RequestException","IOError","BaseException","NetworkError","A","Both Timeout and ConnectionError inherit from RequestException.",""
"73","Python Requests","DELETE Requests","Hard","mcq","What status code is commonly returned for a successful DELETE with no body?","204","200","202","301","A","204 No Content is the standard response for a successful DELETE with no response body.",""
"74","Python Requests","PATCH Requests","Hard","mcq","Is PATCH idempotent according to the HTTP specification?","No, PATCH is not required to be idempotent","Yes, PATCH is always idempotent","It depends on the server","PATCH is not an official HTTP method","A","Unlike PUT, PATCH is not required to be idempotent by the HTTP specification.",""
"75","Python Requests","Headers","Easy","mcq","What header indicates the format of the response body?","Content-Type","Accept","Content-Format","Response-Type","A","The Content-Type header indicates the media type of the response body.",""
"76","Python Requests","Response Handling","Easy","mcq","What does response.status_code return for a not found error?","404","400","500","403","A","404 Not Found is returned when the requested resource does not exist.",""
"77","Python Requests","Authentication - Basic","Medium","mcq","What header does HTTPBasicAuth set?","Authorization","WWW-Authenticate","X-Auth","Basic-Auth","A","HTTPBasicAuth sets the Authorization header with 'Basic base64(user:pass)'.",""
"78","Python Requests","Authentication - Bearer Token","Hard","mcq","What is the format of the Authorization header for Bearer auth?","Bearer <token>","Token <token>","Auth Bearer <token>","Basic Bearer <token>","A","The format is 'Bearer <token>' in the Authorization header.",""
"79","Python Requests","Authentication - OAuth","Hard","mcq","In OAuth2, what is the purpose of the access token?","To authenticate API requests on behalf of a user","To encrypt the connection","To store user credentials","To verify the server identity","A","The access token is used to authenticate subsequent API requests.",""
"80","Python Requests","Error Handling","Hard","mcq","What happens when the server sends an incomplete response?","requests raises ChunkedEncodingError","requests returns an empty response","requests retries automatically","The response is silently truncated","A","ChunkedEncodingError is raised when the server sends an incomplete chunked response.",""
"81","Python Requests","Timeout Handling","Medium","mcq","What exception is parent to both ConnectTimeout and ReadTimeout?","Timeout","ConnectionError","RequestException","IOError","A","Both ConnectTimeout and ReadTimeout inherit from Timeout.",""
"82","Python Requests","Query Parameters","Hard","mcq","How are None values handled in the params dictionary?","Keys with None values are not added to the URL","None is converted to the string 'None'","An error is raised","None is converted to an empty string","A","requests skips parameters with None values when encoding the query string.",""
"83","Python Requests","Request Body","Easy","mcq","Can you send a request body with a GET request using the requests library?","Yes, though it is unconventional","No, GET requests cannot have bodies","Only with a special flag","Only in HTTP/2","A","While uncommon, the requests library allows sending a body with GET requests.",""
"84","Python Requests","PUT Requests","Easy","mcq","What parameter sends JSON data in a PUT request?","json","data","body","content","A","The json parameter serialises data to JSON, just like in POST requests.",""
"85","Python Requests","DELETE Requests","Easy","mcq","What does requests.delete(url) return?","A Response object","True or False","The deleted resource","None","A","Like all requests methods, delete() returns a Response object.",""
"86","Python Requests","PATCH Requests","Easy","mcq","What parameter sends the partial update data in a PATCH request?","json or data","update","patch_data","partial","A","PATCH requests use the same json/data parameters as POST and PUT.",""
"87","Python Requests","GET Requests","Hard","mcq","What is the purpose of the stream parameter in requests.get()?","To defer downloading the response body until explicitly accessed","To enable chunked transfer encoding on the request","To compress the request","To enable WebSocket upgrade","A","stream=True defers downloading so you can iterate over content in chunks.",""
"88","Python Requests","POST Requests","Easy","mcq","What happens when you pass a dict to json parameter of requests.post()?","It is serialised to a JSON string and sent as the body","It is URL-encoded","It is sent as multipart form data","It raises an error","A","The json parameter serialises the dict to JSON and sets the appropriate Content-Type.",""
"89","Python Requests","Response Handling","Medium","mcq","What does response.links return?","A dict of parsed Link headers","A list of URLs in the response","All hyperlinks in HTML","The redirect chain","A","response.links parses the Link header into a dict of link relations.",""
"90","Python Requests","Headers","Medium","mcq","What header should you set to request a specific response format?","Accept","Content-Type","Format","Response-Format","A","The Accept header tells the server what content types the client can handle.",""
"91","Python Requests","Error Handling","Medium","mcq","How can you catch all requests-related exceptions?","except requests.exceptions.RequestException","except requests.Error","except Exception","except requests.RequestError","A","RequestException is the base class for all requests exceptions.",""
"92","Python Requests","GET Requests","Medium","mcq","How do you check if a GET request was successful without checking status_code directly?","Use response.ok or response.raise_for_status()","Use response.success","Use response.is_valid()","Use response.check()","A","response.ok returns True for successful responses; raise_for_status() raises on errors.",""
"93","Python Requests","Authentication - Basic","Easy","mcq","What module contains HTTPBasicAuth?","requests.auth","requests.basic","requests.authentication","requests.http","A","HTTPBasicAuth is located in the requests.auth module.",""
"94","Python Requests","Authentication - Bearer Token","Medium","mcq","Is there a built-in BearerAuth class in the requests library?","No, you must set the header manually or create a custom auth class","Yes, requests.auth.BearerAuth","Yes, requests.BearerToken","Yes, in requests 2.28+","A","requests has no built-in Bearer auth class; use headers or subclass AuthBase.",""
"95","Python Requests","Response Handling","Easy","mcq","What attribute gives the reason phrase for the status code (e.g., 'OK')?","response.reason","response.message","response.status_message","response.phrase","A","response.reason contains the textual reason phrase (e.g., 'OK', 'Not Found').",""
"96","Python Requests","Timeout Handling","Easy","mcq","Can you pass a float value as the timeout?","Yes, e.g. timeout=0.5 for half a second","No, only integers","Only for connect timeout","Only in Python 3.8+","A","Float values are accepted, allowing sub-second precision.",""
"97","Python Requests","PUT Requests","Hard","mcq","Can you upload a file using PUT in the requests library?","Yes, using data=open('file', 'rb')","No, only POST supports file uploads","Only with the files parameter","Only via multipart","A","PUT can send file data via the data parameter with an open file object.",""
"98","Python Requests","DELETE Requests","Hard","mcq","What is the recommended way to handle the response from a DELETE request?","Check the status code and optionally call raise_for_status()","DELETE requests don't return responses","Always parse the JSON body","Ignore the response","A","Check the status code (often 204 or 200) and use raise_for_status() for error handling.",""
"99","Python Requests","PATCH Requests","Medium","mcq","Which Content-Type is typically used for JSON PATCH operations?","application/json","application/json-patch+json","text/json","application/patch","A","Standard JSON data sent with PATCH uses application/json (json-patch+json is for JSON Patch spec).",""
"100","Python Requests","Error Handling","Easy","mcq","What exception is raised when the request URL is invalid?","requests.exceptions.InvalidURL","ValueError","requests.exceptions.BadURL","urllib.error.URLError","A","InvalidURL is raised for malformed or invalid URLs.",""
"101","Python Requests","GET Requests","Easy","mcq","What does requests.get(url).text return for a JSON API?","The JSON as a string","A parsed dictionary","A bytes object","A JSON object","A","response.text always returns a string; use .json() to get a parsed object.",""
"102","Python Requests","Headers","Hard","mcq","How do you inspect the request headers that were actually sent?","response.request.headers","response.sent_headers","requests.last_headers","response.outgoing_headers","A","response.request.headers contains the headers from the PreparedRequest that was sent.",""
"103","Python Requests","Response Handling","Hard","mcq","What is response.apparent_encoding?","The encoding detected by chardet/charset_normalizer from the content","The encoding from the Content-Type header","The system default encoding","The encoding specified by the user","A","apparent_encoding uses chardet/charset_normalizer to detect encoding from content bytes.",""
"104","Python Requests","Authentication - OAuth","Medium","mcq","What is the OAuth2 Authorization Code flow used for?","Server-side applications that can securely store a client secret","Public JavaScript applications","Machine-to-machine communication only","Mobile apps only","A","The Authorization Code flow is designed for server-side apps that can protect secrets.",""
"105","Python Requests","Error Handling","Hard","mcq","What is the relationship between requests.exceptions.ConnectionError and Python's built-in ConnectionError?","requests.exceptions.ConnectionError inherits from both IOError and RequestException, not from built-in ConnectionError","They are the same class","requests.exceptions.ConnectionError inherits from built-in ConnectionError","There is no built-in ConnectionError in Python","A","Despite the same name, requests' ConnectionError does not inherit from Python's built-in ConnectionError.",""
"106","Python Requests","Request Body","Medium","mcq","What is the prepared request body accessible from?","response.request.body","response.body","response.request.data","response.sent_body","A","response.request.body contains the body of the PreparedRequest that was sent.",""
"107","Python Requests","GET Requests","Medium","mcq","How do you send a GET request with basic auth and a timeout?","requests.get(url, auth=('user', 'pass'), timeout=10)","requests.get(url, login='user:pass', wait=10)","requests.get(url, credentials=('user','pass'), max_time=10)","requests.get(url).auth('user','pass').timeout(10)","A","Multiple keyword arguments can be combined in a single requests.get() call.",""
"108","Python Requests","POST Requests","Hard","mcq","What is the PreparedRequest and how does it relate to POST requests?","It is the actual request object created after merging Session and per-request settings, sent by the transport adapter","It is a draft request not yet sent","It is a request that was cached","It is a request waiting in the queue","A","PreparedRequest is the fully assembled request sent by the adapter, accessible via response.request.",""
"109","Python Requests","GET Requests","Easy","mcq","What is the return type of response.json() for a JSON array response?","list","dict","str","tuple","A","A JSON array is deserialised as a Python list.",""
"110","Python Requests","POST Requests","Medium","mcq","What encoding is used when passing a dict to the data parameter?","application/x-www-form-urlencoded","multipart/form-data","application/json","text/plain","A","A dict passed to data is automatically form-encoded.",""
"111","Python Requests","PUT Requests","Medium","mcq","What status code is commonly returned for a successful PUT that updates an existing resource?","200","201","204","301","A","200 OK is commonly returned when a PUT successfully updates a resource.",""
"112","Python Requests","DELETE Requests","Easy","mcq","Is a response body required for a successful DELETE response?","No, a 204 No Content response has no body","Yes, the deleted resource must be returned","Yes, a confirmation message is required","Only for REST APIs","A","204 No Content is a valid DELETE response with no body.",""
"113","Python Requests","PATCH Requests","Easy","mcq","What does PATCH stand for in the context of HTTP?","It is not an acronym; it refers to applying a partial modification","Partial Application To Change HTTP","Protocol for Amending Through Complete Handling","It stands for PATCHwork","A","PATCH is simply an HTTP method name for partial resource modifications.",""
"114","Python Requests","Headers","Medium","mcq","What is the purpose of the Content-Length header?","Indicates the size of the request/response body in bytes","Indicates the number of headers","Limits the response size","Indicates the URL length","A","Content-Length specifies the size of the body in bytes.",""
"115","Python Requests","Query Parameters","Easy","mcq","Are query parameters visible in the URL?","Yes, they are appended after the ? character","No, they are sent in the body","Only in POST requests","Only when using HTTPS","A","Query parameters are part of the URL, visible after the ? separator.",""
"116","Python Requests","Request Body","Easy","mcq","Which HTTP methods typically include a request body?","POST, PUT, PATCH","GET, HEAD","DELETE only","All methods","A","POST, PUT, and PATCH are the methods that commonly include request bodies.",""
"117","Python Requests","Response Handling","Easy","mcq","What attribute tells you the HTTP version used for the response?","response.raw.version","response.http_version","response.version","response.protocol","A","response.raw.version from the urllib3 response gives the HTTP version.",""
"118","Python Requests","Authentication - Basic","Hard","mcq","Can HTTPBasicAuth be used with a Session object?","Yes, set session.auth = HTTPBasicAuth('user', 'pass')","No, sessions don't support auth objects","Only with the auth parameter per request","Only in Python 3.10+","A","session.auth accepts any auth handler including HTTPBasicAuth.",""
"119","Python Requests","Authentication - Bearer Token","Hard","mcq","How can you create a reusable Bearer auth class?","Subclass AuthBase and implement __call__ to set the Authorization header","Use a decorator on each request function","Modify the requests module globally","Use session.headers only","A","Subclassing AuthBase allows creating reusable custom auth handlers.",""
"120","Python Requests","Timeout Handling","Hard","mcq","What is the difference between ConnectTimeout and ReadTimeout?","ConnectTimeout occurs during connection establishment; ReadTimeout during data receipt","They are the same exception","ConnectTimeout is for DNS; ReadTimeout is for SSL","ConnectTimeout is deprecated","A","ConnectTimeout is raised during TCP connection; ReadTimeout while waiting for data.",""
"121","Python Requests","Error Handling","Easy","mcq","Should you always check the status code of a response?","Yes, to ensure the request was successful","No, requests raises exceptions automatically","Only for POST requests","Only in production","A","Always check status codes or use raise_for_status() since requests doesn't raise for HTTP errors by default.",""
"122","Python Requests","Authentication - OAuth","Hard","mcq","What is a refresh token in OAuth2?","A token used to obtain a new access token when the current one expires","A token that replaces the client secret","A token sent with every request","A token for logging out","A","Refresh tokens allow obtaining new access tokens without re-authentication.",""
"123","Python Requests","GET Requests","Easy","output","What is the output of this code?","200","404","<Response [200]>","None","A","response.status_code returns the integer status code 200 for a successful request.","import requests
response = requests.get('https://httpbin.org/get')
print(response.status_code)"
"124","Python Requests","GET Requests","Easy","output","What will this code print?","True","False","200","None","A","response.ok returns True when the status code is less than 400.","import requests
response = requests.get('https://httpbin.org/get')
print(response.ok)"
"125","Python Requests","Response Handling","Easy","output","What type does this expression return?","<class 'dict'>","<class 'str'>","<class 'list'>","<class 'bytes'>","A","response.json() parses JSON and returns a Python dictionary.","import requests
response = requests.get('https://httpbin.org/get')
print(type(response.json()))"
"126","Python Requests","Response Handling","Easy","output","What will be printed?","<class 'str'>","<class 'bytes'>","<class 'dict'>","<class 'NoneType'>","A","response.text returns a string.","import requests
response = requests.get('https://httpbin.org/get')
print(type(response.text))"
"127","Python Requests","Response Handling","Easy","output","What will be printed?","<class 'bytes'>","<class 'str'>","<class 'dict'>","<class 'list'>","A","response.content returns bytes.","import requests
response = requests.get('https://httpbin.org/get')
print(type(response.content))"
"128","Python Requests","Headers","Medium","output","What will this code print?","application/json","text/html","text/plain","None","A","httpbin.org/get returns JSON, so the Content-Type is application/json.","import requests
response = requests.get('https://httpbin.org/get')
print(response.headers['Content-Type'].split(';')[0])"
