"id","subject","topic","difficulty","type","question","option_a","option_b","option_c","option_d","correct_answer","explanation","code_snippet"
"33","Postman","Variables","Easy","mcq","What are global variables in Postman?","Variables accessible across all collections and requests","Variables only for one request","Variables stored on the server","Variables that cannot be changed","A","Global variables are accessible throughout a Postman workspace across all collections and requests.",""
"34","Postman","Variables","Easy","mcq","How do you reference a variable in the Postman request URL?","{{variable_name}}","$variable_name","%variable_name%","#variable_name#","A","Variables are referenced using double curly braces: {{variable_name}}.",""
"35","Postman","Variables","Medium","mcq","What is the scope of a local variable in Postman?","Only the current request execution","The entire collection","All workspaces","The current folder","A","Local variables are only available during the execution of the current request or script.",""
"36","Postman","Variables","Medium","mcq","How do you set a global variable in a Postman script?","pm.globals.set('key', 'value')","pm.global.set('key', 'value')","global.set('key', 'value')","pm.setGlobal('key', 'value')","A","pm.globals.set('key', 'value') is used to set a global variable programmatically.",""
"37","Postman","Variables","Hard","mcq","Which variable scope takes precedence: environment or collection?","Environment","Collection","They have equal precedence","It depends on the request type","A","Environment variables have higher precedence than collection variables in Postman's scope hierarchy.",""
"38","Postman","Variables","Easy","mcq","What is a dynamic variable in Postman?","A variable that generates random data each time","A variable set by the user","A constant value","A variable that syncs to a database","A","Dynamic variables like {{$randomInt}} generate random data each time they are used.",""
"39","Postman","Variables","Medium","mcq","Which dynamic variable generates a random UUID in Postman?","{{$guid}}","{{$uuid}}","{{$randomId}}","{{$id}}","A","{{$guid}} generates a random UUID v4 value in Postman.",""
"40","Postman","Variables","Hard","mcq","How do you unset a collection variable programmatically?","pm.collectionVariables.unset('key')","pm.collection.remove('key')","pm.variables.delete('key')","pm.unset('key')","A","pm.collectionVariables.unset('key') removes a specific collection variable.",""
"41","Postman","Variables","Easy","mcq","Which of these is a valid Postman dynamic variable?","{{$randomEmail}}","{{$email}}","{{randomEmail}}","{{$genEmail}}","A","{{$randomEmail}} is a valid Postman dynamic variable that generates a random email address.",""
"42","Postman","Variables","Medium","mcq","Can variables be used in request headers in Postman?","Yes, using {{variable}} syntax","No, only in URLs","Only in the body","Only in query parameters","A","Variables can be used in headers, URLs, body, and query parameters using the {{variable}} syntax.",""
"43","Postman","Variables","Hard","mcq","What is the output of pm.variables.get() when the same key exists at multiple scopes?","The value from the narrowest scope","The value from the widest scope","An array of all values","An error is thrown","A","pm.variables.get() returns the value from the narrowest (most specific) scope in the hierarchy.",""
"44","Postman","Variables","Easy","mcq","Where can you manage global variables in the Postman UI?","In the Environments section under Globals","In the Settings menu","In the Console","In the Collection Runner","A","Global variables are managed in the Environments section under the Globals tab.",""
"45","Postman","Variables","Medium","mcq","What data types can Postman variables store?","Strings (other types are auto-converted)","Only strings and numbers","Any JavaScript type natively","Only strings and booleans","A","Postman variables store string values; other types are automatically converted to strings.",""
"46","Postman","Variables","Hard","mcq","How do you persist a variable value between collection runs?","Use environment or global variables","Use local variables","Use data variables","Variables always persist","A","Environment and global variables persist between runs, while local and data variables do not.",""
"47","Postman","Variables","Medium","mcq","Which method returns all variables at the collection scope?","pm.collectionVariables.toObject()","pm.collection.getAll()","pm.variables.list()","pm.getCollectionVars()","A","pm.collectionVariables.toObject() returns all collection variables as a key-value object.",""
"48","Postman","Variables","Hard","mcq","What happens when you use pm.variables.set() in a script?","Sets a local variable for the current execution","Sets a global variable","Sets an environment variable","Throws an error","A","pm.variables.set() creates a local variable that exists only for the current execution.",""
"49","Postman","Pre-request Scripts","Easy","mcq","When does a pre-request script execute in Postman?","Before the request is sent","After the response is received","During the request","When the collection is saved","A","Pre-request scripts execute before the HTTP request is sent to the server.",""
"50","Postman","Pre-request Scripts","Easy","mcq","What programming language are pre-request scripts written in?","JavaScript","Python","Java","TypeScript","A","Pre-request scripts in Postman are written in JavaScript.",""
"51","Postman","Pre-request Scripts","Medium","mcq","Can pre-request scripts modify request headers?","Yes, using pm.request.headers","No, headers are read-only","Only in paid plans","Only for POST requests","A","Pre-request scripts can modify request headers using the pm.request.headers object.",""
"52","Postman","Pre-request Scripts","Medium","mcq","Which object provides access to the current request in a pre-request script?","pm.request","pm.response","pm.http","pm.api","A","The pm.request object provides access to the current request details in pre-request scripts.",""
"53","Postman","Pre-request Scripts","Hard","mcq","How can you send an additional HTTP request from a pre-request script?","Using pm.sendRequest()","Using fetch()","Using axios.get()","Using pm.http.send()","A","pm.sendRequest() allows sending additional HTTP requests from within pre-request scripts.",""
"54","Postman","Pre-request Scripts","Easy","mcq","What is a common use case for pre-request scripts?","Generating timestamps or tokens before sending","Parsing HTML responses","Creating API documentation","Exporting collections","A","Pre-request scripts are commonly used to generate dynamic values like timestamps or authentication tokens.",""
"55","Postman","Pre-request Scripts","Medium","mcq","Can you access environment variables in a pre-request script?","Yes, using pm.environment.get()","No, only in test scripts","Only global variables","Only collection variables","A","Environment variables are accessible in pre-request scripts using pm.environment.get().",""
"56","Postman","Pre-request Scripts","Hard","mcq","What is the execution order of pre-request scripts in a collection?","Collection-level first, then request-level","Request-level first, then collection-level","Only request-level runs","Random order","A","Collection-level pre-request scripts run first, followed by request-level pre-request scripts.",""
"57","Postman","Pre-request Scripts","Easy","mcq","Where do you write a pre-request script in the Postman UI?","In the Pre-request Script tab of a request","In the Headers tab","In the Body tab","In the Authorization tab","A","Pre-request scripts are written in the Pre-request Script tab within a request.",""
"58","Postman","Pre-request Scripts","Medium","mcq","Can pre-request scripts use external libraries?","Yes, some built-in libraries like CryptoJS are available","No, no libraries are available","Only lodash","Only moment.js","A","Pre-request scripts have access to built-in libraries such as CryptoJS, lodash, moment, and others.",""
"59","Postman","Pre-request Scripts","Hard","mcq","How do you generate an HMAC signature in a pre-request script?","Using CryptoJS.HmacSHA256()","Using pm.hmac()","Using crypto.sign()","Using postman.hash()","A","CryptoJS.HmacSHA256() is available in Postman scripts for generating HMAC signatures.",""
"60","Postman","Pre-request Scripts","Medium","mcq","What is the maximum execution time for a pre-request script?","There is a default timeout of a few seconds","No time limit","Exactly 1 second","10 minutes","A","Pre-request scripts have a default timeout to prevent infinite loops and long-running operations.",""
"61","Postman","Pre-request Scripts","Hard","mcq","Can a pre-request script cancel the request from being sent?","No, the request will still be sent after the script","Yes, using pm.request.cancel()","Yes, using throw new Error()","Yes, using pm.abort()","A","Pre-request scripts cannot cancel a request; the request is always sent after the script executes.",""
"62","Postman","Pre-request Scripts","Easy","mcq","Can pre-request scripts log messages to the Postman console?","Yes, using console.log()","No, logging is not available","Only using pm.log()","Only using print()","A","console.log() can be used in pre-request scripts to output messages to the Postman Console.",""
"63","Postman","Pre-request Scripts","Medium","mcq","Which built-in library can be used for date manipulation in pre-request scripts?","moment","date-fns","dayjs","luxon","A","The moment library is available as a built-in library in Postman scripts for date manipulation.",""
"64","Postman","Test Scripts","Easy","mcq","When do test scripts execute in Postman?","After the response is received","Before the request is sent","During the request","When saving the request","A","Test scripts execute after the HTTP response is received from the server.",""
"65","Postman","Test Scripts","Easy","mcq","What is the primary purpose of test scripts in Postman?","To validate response data and status codes","To modify the request URL","To configure authentication","To design the API","A","Test scripts are primarily used to validate response data, status codes, and other response properties.",""
"66","Postman","Test Scripts","Medium","mcq","Which object is used to access the response body as JSON in test scripts?","pm.response.json()","pm.body.json()","pm.result.json()","pm.data.json()","A","pm.response.json() parses the response body as JSON for use in test scripts.",""
"67","Postman","Test Scripts","Medium","mcq","How do you access response headers in a test script?","pm.response.headers.get('header-name')","pm.headers.get('header-name')","pm.request.headers.get('header-name')","response.getHeader('header-name')","A","pm.response.headers.get() retrieves specific response headers in test scripts.",""
"68","Postman","Test Scripts","Hard","mcq","Can test scripts set the next request to execute in a collection run?","Yes, using postman.setNextRequest()","No, execution order is fixed","Only using the Collection Runner UI","Only with Newman","A","postman.setNextRequest() allows test scripts to control the execution order during collection runs.",""
"69","Postman","Test Scripts","Easy","mcq","How do you write a basic test in Postman?","pm.test('test name', function() { ... })","test('test name', function() { ... })","assert('test name', function() { ... })","pm.assert('test name', function() { ... })","A","pm.test() is the standard way to write tests in Postman.",""
"70","Postman","Test Scripts","Medium","mcq","What does pm.response.code return?","The HTTP status code as a number","The status message as a string","The response body","The response headers","A","pm.response.code returns the HTTP status code as a numeric value (e.g., 200, 404).",""
"71","Postman","Test Scripts","Hard","mcq","How do you validate a JSON schema in a Postman test script?","Using tv4.validate() or pm.expect with jsonSchema","Using pm.schema.validate()","Using JSON.validate()","Schema validation is not supported","A","Postman supports JSON schema validation using the tv4 library or Chai's jsonSchema assertion.",""
"72","Postman","Test Scripts","Easy","mcq","Which Postman feature shows test results after execution?","The Test Results tab in the response section","The Console","The Headers tab","The Body tab","A","Test results are displayed in the Test Results tab of the response section.",""
"73","Postman","Test Scripts","Medium","mcq","Can test scripts access the request that was sent?","Yes, using pm.request","No, only the response is available","Only the URL is accessible","Only in pre-request scripts","A","The pm.request object is available in test scripts to access details of the sent request.",""
"74","Postman","Test Scripts","Hard","mcq","What is the execution order of test scripts in a collection?","Request-level first, then collection-level","Collection-level first, then request-level","Only request-level runs","Alphabetical order","B","Collection-level test scripts run first, followed by request-level test scripts. Note: In some Postman versions the order may differ.",""
"75","Postman","Test Scripts","Easy","mcq","How do you check the response time in a test script?","pm.response.responseTime","pm.response.time","pm.response.duration","pm.time()","A","pm.response.responseTime returns the response time in milliseconds.",""
"76","Postman","Test Scripts","Medium","mcq","Which assertion library is built into Postman test scripts?","Chai (pm.expect uses Chai BDD)","Jest","Mocha assertions","Jasmine","A","Postman's pm.expect() is built on the Chai assertion library using BDD style.",""
"77","Postman","Test Scripts","Hard","mcq","How do you extract and store a value from an XML response in a test script?","Parse with xml2Json() then extract the value","Use pm.xml.get()","Use XPath directly","XML responses are not supported","A","The xml2Json() function converts XML to JSON, allowing standard JavaScript access to values.",""
"78","Postman","Test Scripts","Medium","mcq","What does pm.response.text() return?","The raw response body as a string","The response headers as text","The status message","The URL as text","A","pm.response.text() returns the entire response body as a plain text string.",""
"79","Postman","Newman CLI","Easy","mcq","What is Newman in the context of Postman?","A command-line collection runner","A Postman UI plugin","A database tool","A code editor","A","Newman is Postman's command-line collection runner that allows running collections outside the Postman app.",""
"80","Postman","Newman CLI","Easy","mcq","How do you install Newman?","npm install -g newman","pip install newman","brew install newman","apt-get install newman","A","Newman is installed globally via npm using 'npm install -g newman'.",""
"81","Postman","Newman CLI","Medium","mcq","Which flag is used to specify an environment file in Newman?","-e or --environment","-env","--env-file","-f","A","The -e or --environment flag specifies an environment file when running Newman.",""
"82","Postman","Newman CLI","Medium","mcq","How do you specify the number of iterations in Newman?","-n or --iteration-count","-i or --iterations","--repeat","--loop-count","A","The -n or --iteration-count flag sets the number of iterations in Newman.",""
"83","Postman","Newman CLI","Hard","mcq","Which Newman reporter generates an HTML report?","newman-reporter-htmlextra","newman-reporter-html-basic","newman-html","newman-report-web","A","The newman-reporter-htmlextra package generates detailed HTML reports for Newman runs.",""
"84","Postman","Newman CLI","Easy","mcq","What is the basic command to run a collection with Newman?","newman run collection.json","newman exec collection.json","newman start collection.json","newman test collection.json","A","The basic Newman command is 'newman run' followed by the collection file path or URL.",""
"85","Postman","Newman CLI","Medium","mcq","Can Newman run collections from a URL?","Yes, you can pass a collection URL directly","No, only local files are supported","Only Postman API URLs","Only GitHub URLs","A","Newman can run collections from a URL, including Postman API share links.",""
"86","Postman","Newman CLI","Hard","mcq","How do you pass global variables to Newman?","--globals or -g flag with a JSON file","--global-var flag only","Global variables are not supported","Using environment variables only","A","The --globals or -g flag passes a globals JSON file to Newman.",""
"87","Postman","Newman CLI","Easy","mcq","What is the exit code of Newman when all tests pass?","0","1","-1","200","A","Newman returns exit code 0 when all tests pass, making it suitable for CI/CD pipelines.",""
"88","Postman","Newman CLI","Medium","mcq","Which flag delays requests in Newman?","--delay-request","--wait","--sleep","--pause","A","The --delay-request flag adds a delay (in milliseconds) between consecutive requests.",""
"89","Postman","Newman CLI","Hard","mcq","How do you use Newman programmatically in a Node.js script?","require('newman').run({ collection: ... })","newman.execute({ collection: ... })","new Newman().run()","newman.start({ collection: ... })","A","Newman can be used programmatically by requiring the newman module and calling newman.run().",""
"90","Postman","Newman CLI","Easy","mcq","Can Newman be integrated with CI/CD pipelines?","Yes, it is commonly used in CI/CD","No, it is only for local use","Only with Jenkins","Only with GitHub Actions","A","Newman is commonly integrated with various CI/CD tools like Jenkins, GitHub Actions, GitLab CI, etc.",""
"91","Postman","Newman CLI","Medium","mcq","Which flag specifies a data file for data-driven testing in Newman?","-d or --iteration-data","--data-file","--csv","--input","A","The -d or --iteration-data flag specifies a CSV or JSON data file for data-driven testing.",""
"92","Postman","Newman CLI","Hard","mcq","How do you set a specific timeout for requests in Newman?","--timeout-request","--request-timeout","--timeout","--max-time","A","The --timeout-request flag sets a timeout in milliseconds for each individual request.",""
"93","Postman","Newman CLI","Medium","mcq","What is the default reporter in Newman?","CLI reporter","JSON reporter","HTML reporter","JUnit reporter","A","The default reporter in Newman is the CLI reporter that outputs results to the terminal.",""
"94","Postman","Newman CLI","Hard","mcq","How do you use multiple reporters simultaneously in Newman?","-r cli,json,htmlextra","--reporter cli json htmlextra","--multi-report cli,json","-r [cli, json]","A","Multiple reporters are specified with the -r flag using comma-separated reporter names.",""
"95","Postman","Mock Servers","Easy","mcq","What is a mock server in Postman?","A simulated server that returns predefined responses","A production server","A database server","A load balancer","A","A mock server simulates an API by returning predefined responses based on saved examples.",""
"96","Postman","Mock Servers","Easy","mcq","What are mock servers based on in Postman?","Saved examples in a collection","Database records","Live API responses","Random data","A","Mock servers use saved examples (example responses) from a collection to generate responses.",""
"97","Postman","Mock Servers","Medium","mcq","Can mock servers simulate different HTTP status codes?","Yes, based on saved examples","No, they always return 200","Only 200 and 404","Only success codes","A","Mock servers return whatever status code is defined in the matching saved example.",""
"98","Postman","Mock Servers","Medium","mcq","How does a mock server match incoming requests to responses?","By matching the request method, URL path, and headers","Only by URL","By request body content","Randomly","A","Mock servers match requests based on the HTTP method, URL path, and optionally headers and body.",""
"99","Postman","Mock Servers","Hard","mcq","What header can you use to specify which example a mock server should return?","x-mock-response-name","x-mock-example","x-postman-mock","x-response-id","A","The x-mock-response-name header tells the mock server to return a specific named example.",""
"100","Postman","Mock Servers","Easy","mcq","Are Postman mock servers accessible over the internet?","Yes, they get a public URL","No, only locally","Only within the same network","Only via VPN","A","Postman mock servers are assigned a public URL that can be accessed over the internet.",""
"101","Postman","Mock Servers","Medium","mcq","Can you make a Postman mock server private?","Yes, by requiring an API key","No, all mock servers are public","Only in enterprise plans","Only by IP restriction","A","Mock servers can be made private, requiring a Postman API key in the x-api-key header.",""
"102","Postman","Mock Servers","Hard","mcq","What is the rate limit for Postman mock server calls on the free plan?","1000 calls per month","Unlimited","100 calls per day","10000 calls per month","A","The free plan allows up to 1000 mock server calls per month.",""
"103","Postman","Mock Servers","Easy","mcq","What do you need before creating a mock server in Postman?","A collection with saved examples","A live API endpoint","A database connection","A paid subscription","A","You need a collection with at least one saved example to create a mock server.",""
"104","Postman","Mock Servers","Medium","mcq","Can mock servers return dynamic responses?","Yes, using dynamic variables in examples","No, only static responses","Only with scripts","Only in the paid version","A","Mock servers support dynamic variables like {{$randomInt}} in example responses.",""
"105","Postman","Mock Servers","Hard","mcq","How do you simulate a delay in mock server responses?","Using the x-mock-response-delay header","Using setTimeout in examples","Mock servers cannot simulate delays","Using the delay parameter in the URL","A","The x-mock-response-delay header instructs the mock server to delay the response by specified milliseconds.",""
"106","Postman","Mock Servers","Medium","mcq","What happens when no matching example is found for a mock server request?","It returns a default error response","It forwards to the real API","It crashes","It returns an empty 200","A","When no match is found, the mock server returns a default error indicating no matching response.",""
"107","Postman","Mock Servers","Hard","mcq","Can you create mock servers using the Postman API?","Yes, via the Postman API","No, only through the UI","Only with Newman","Only via CLI","A","Mock servers can be created programmatically using the Postman API.",""
"108","Postman","Mock Servers","Easy","mcq","What is the primary benefit of using mock servers during development?","Frontend can develop without waiting for backend","Faster production deployments","Better database performance","Improved security","A","Mock servers allow frontend teams to work against simulated APIs while the backend is still in development.",""
"109","Postman","Mock Servers","Medium","mcq","Can a single collection have multiple mock servers?","Yes, multiple mock servers can be linked to one collection","No, one mock per collection","Only two per collection","Only in team workspaces","A","You can create multiple mock servers for a single collection, useful for different environments.",""
"110","Postman","Monitors","Easy","mcq","What is a Postman Monitor?","A scheduled collection runner that checks API health","A performance profiler","A log viewer","A code editor","A","Postman Monitors run collections on a schedule to monitor API health and performance.",""
"111","Postman","Monitors","Easy","mcq","How often can Postman Monitors run?","As frequently as every 5 minutes","Only once a day","Only once a week","Every second","A","Monitors can be scheduled to run as frequently as every 5 minutes.",""
"112","Postman","Monitors","Medium","mcq","Can monitors send notifications on failure?","Yes, via email and integrations","No, you must check manually","Only via email","Only via Slack","A","Monitors can send notifications via email and various integrations like Slack, PagerDuty, etc.",""
"113","Postman","Monitors","Medium","mcq","What information does a monitor run summary include?","Test results, response times, and pass/fail status","Only pass/fail status","Only response bodies","Only error messages","A","Monitor summaries include test results, response times, pass/fail counts, and error details.",""
"114","Postman","Monitors","Hard","mcq","Can monitors access environment variables?","Yes, you associate an environment with the monitor","No, monitors run without context","Only global variables","Only mock data","A","Monitors can use environments by associating an environment when creating or configuring the monitor.",""
"115","Postman","Monitors","Easy","mcq","From which regions can Postman Monitors run?","Multiple global regions","Only US East","Only the user's region","Only Europe","A","Postman Monitors can run from multiple regions worldwide for geographical testing.",""
"116","Postman","Monitors","Medium","mcq","What is the main use case for Postman Monitors?","Uptime monitoring and scheduled testing","API design","Database management","Code deployment","A","Monitors are primarily used for uptime monitoring, performance tracking, and scheduled API testing.",""
"117","Postman","Monitors","Hard","mcq","How do you handle monitor-specific logic in test scripts?","Check pm.info.requestName and execution context","Use a special monitor API","Create separate collections","Monitors cannot run tests","A","Scripts can check pm.info properties to determine if running in a monitor context and adjust behavior.",""
"118","Postman","Monitors","Easy","mcq","Can Postman Monitors run on the free plan?","Yes, with limited monthly calls","No, monitors require a paid plan","Only for one collection","Only for 24 hours","A","The free plan includes a limited number of monitor calls per month.",""
"119","Postman","Monitors","Medium","mcq","What happens when a monitor detects a test failure?","The run is marked as failed and notifications are sent","The API is automatically fixed","The monitor stops permanently","Nothing happens","A","Failed tests mark the monitor run as failed and trigger configured notifications.",""
"120","Postman","Monitors","Hard","mcq","Can monitors be triggered manually outside their schedule?","Yes, you can run them on-demand","No, only on schedule","Only via the API","Only from Newman","A","Monitors can be triggered manually from the Postman UI in addition to their scheduled runs.",""
"121","Postman","Monitors","Medium","mcq","What is the maximum frequency for a monitor on the free plan?","Hourly","Every minute","Every 5 minutes","Daily only","A","Free plan monitors can run at most hourly; higher frequencies require paid plans.",""
"122","Postman","Monitors","Hard","mcq","How can you view historical monitor performance data?","Through the monitor dashboard with graphs and metrics","Only by downloading CSV exports","Using Newman","Historical data is not stored","A","The monitor dashboard shows historical performance data including response times and failure rates.",""
"123","Postman","Monitors","Easy","mcq","Do monitors use the current or initial values of environment variables?","Initial values","Current values","Both","Neither","A","Monitors use initial values of environment variables since they run on Postman's servers.",""
"124","Postman","Monitors","Medium","mcq","Can monitors be paused temporarily?","Yes, monitors can be paused and resumed","No, they must be deleted and recreated","Only by removing the schedule","Only in enterprise plans","A","Monitors can be paused temporarily and resumed later without losing configuration.",""
"125","Postman","Documentation","Easy","mcq","How do you generate API documentation in Postman?","From a collection using the documentation feature","By writing HTML manually","Using a separate tool","Documentation is not supported","A","Postman generates API documentation directly from collections, including descriptions and examples.",""
"126","Postman","Documentation","Easy","mcq","What format is supported for documentation descriptions in Postman?","Markdown","HTML only","Plain text only","LaTeX","A","Postman supports Markdown formatting in documentation descriptions.",""
"127","Postman","Documentation","Medium","mcq","Can Postman documentation be published publicly?","Yes, with a public URL","No, it is always private","Only as PDF","Only within the workspace","A","Postman documentation can be published publicly and accessed via a generated URL.",""
"128","Postman","Documentation","Medium","mcq","What is automatically included in generated Postman documentation?","Request details, parameters, examples, and descriptions","Only the URL","Only the request name","Only the response","A","Generated documentation includes request methods, URLs, parameters, headers, body, examples, and descriptions.",""
"129","Postman","Documentation","Hard","mcq","Can you add custom branding to published Postman documentation?","Yes, with custom domain and styling options","No, branding is not customizable","Only the logo","Only in enterprise plans","A","Published documentation can have custom domains and some styling customizations.",""
"130","Postman","Documentation","Easy","mcq","Where are documentation descriptions added in Postman?","In the description field of requests, folders, and collections","Only in a separate documentation tab","In the test scripts","In the console","A","Descriptions are added to the description fields of collections, folders, and individual requests.",""
"131","Postman","Documentation","Medium","mcq","Can documentation include code examples in multiple languages?","Yes, Postman generates code snippets in many languages","Only JavaScript","Only cURL","No code examples are generated","A","Postman documentation can include code snippets generated in various programming languages.",""
"132","Postman","Documentation","Hard","mcq","How do saved examples enhance Postman documentation?","They show sample request/response pairs in the docs","They have no effect on documentation","They replace the description","They are hidden in docs","A","Saved examples appear in the documentation showing sample requests and their expected responses.",""
"133","Postman","Documentation","Easy","mcq","Can team members contribute to the same documentation?","Yes, through shared workspaces","No, only one author is allowed","Only by forking","Only by exporting","A","Team members in shared workspaces can collaboratively edit documentation.",""
