id,subject,topic,difficulty,type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,code_snippet
27,Python,Dicts,Medium,mcq,What happens when you access a key that does not exist using d[key]?,KeyError is raised,None is returned,0 is returned,An empty string is returned,A,Accessing a missing key with bracket notation raises KeyError. Use d.get(key) to return None instead.,
28,Python,Dicts,Medium,mcq,"What does dict.setdefault('key', []) do?","Returns value if key exists, otherwise sets key to [] and returns it",Always sets the key to [],Deletes the key,Raises an error if key exists,A,setdefault returns the existing value if the key is present; otherwise it inserts the key with the default value and returns it.,
29,Python,Dicts,Hard,mcq,"In Python 3.7+, what is guaranteed about dictionary iteration order?",Insertion order is preserved,Keys are sorted alphabetically,Order is random,Order depends on hash values,A,"Since Python 3.7, dictionaries maintain insertion order as part of the language specification (CPython did this since 3.6).",
30,Python,Dicts,Easy,mcq,Which method safely retrieves a value from a dict with a default?,get(),fetch(),retrieve(),find(),A,"dict.get(key, default) returns the value for key if it exists, otherwise returns the default (None if not specified).",
31,Python,Dicts,Hard,mcq,What is the average time complexity of dictionary lookup in Python?,O(1),O(n),O(log n),O(n^2),A,"Python dicts use hash tables, providing O(1) average-case lookup. Worst case is O(n) due to hash collisions.",
32,Python,Dicts,Medium,mcq,Which of the following can NOT be used as a dictionary key?,"[1, 2, 3]","(1, 2, 3)",42,'hello',A,"Lists are mutable and not hashable, so they cannot be dictionary keys. Tuples, ints, and strings are hashable.",
33,Python,Sets,Easy,mcq,Which of the following correctly creates a set in Python?,"{1, 2, 3}","[1, 2, 3]","(1, 2, 3)","set[1, 2, 3]",A,"Curly braces with values create a set. Note: {} creates an empty dict, not an empty set; use set() for that.",
34,Python,Sets,Easy,mcq,Which method adds an element to a set?,add(),append(),insert(),push(),A,set.add(x) adds element x to the set. Sets do not have append() or insert() methods.,
35,Python,Sets,Medium,mcq,What does set_a & set_b return?,The intersection of set_a and set_b,The union,The difference,A boolean,A,"The & operator computes the intersection of two sets, returning elements common to both.",
36,Python,Sets,Medium,mcq,Can a set contain duplicate elements in Python?,"No, duplicates are automatically removed","Yes, duplicates are allowed",Only if they are strings,Only with a special flag,A,Sets are collections of unique elements. Adding a duplicate element has no effect.,
37,Python,Sets,Hard,mcq,What is a frozenset in Python?,An immutable version of a set,A set stored on disk,A sorted set,A set with fixed capacity,A,frozenset is an immutable set that can be used as a dictionary key or as an element of another set.,
38,Python,Sets,Medium,mcq,What does set_a - set_b compute?,Elements in set_a but not in set_b,Elements in both sets,Elements in either set,The symmetric difference,A,The - operator computes the set difference: elements present in the left set but not in the right set.,
39,Python,Sets,Hard,mcq,What is the time complexity of the 'in' operator for a set vs a list?,"O(1) for set, O(n) for list",O(n) for both,O(1) for both,"O(log n) for set, O(n) for list",A,"Sets use hash tables for O(1) average membership testing. Lists require linear search, giving O(n).",
40,Python,Tuples,Easy,mcq,How do you create a single-element tuple?,"(1,)",(1),[1],tuple(1),A,A trailing comma is required for single-element tuples. (1) is just the integer 1 in parentheses.,
41,Python,Tuples,Easy,mcq,What happens if you try to modify an element of a tuple?,TypeError is raised,The element is modified,A new tuple is created,Nothing happens,A,Tuples are immutable. Attempting to assign to an index raises TypeError.,
42,Python,Tuples,Medium,mcq,What is tuple unpacking?,Assigning tuple elements to multiple variables simultaneously,Converting a tuple to a list,Adding elements to a tuple,Removing elements from a tuple,A,"Tuple unpacking (e.g., a, b, c = (1, 2, 3)) assigns each element to a corresponding variable.",
43,Python,Tuples,Medium,mcq,Which method returns the number of occurrences of a value in a tuple?,count(),frequency(),occurrences(),tally(),A,tuple.count(x) returns the number of times x appears in the tuple. It is one of only two tuple methods (with index).,
44,Python,Tuples,Hard,mcq,Why are tuples generally faster than lists in Python?,Tuples are stored more compactly and have immutability optimizations,Tuples use linked lists internally,Tuples are compiled to C code,There is no performance difference,A,Tuples have a smaller memory footprint and CPython caches small tuples. Immutability enables compiler optimizations.,
45,Python,Functions,Easy,mcq,Which keyword is used to define a function in Python?,def,function,func,define,A,"The 'def' keyword is used to define functions in Python, followed by the function name and parameters.",
46,Python,Functions,Easy,mcq,What does a function return if there is no return statement?,None,0,Empty string,False,A,"If a function has no return statement or a bare return, it implicitly returns None.",
47,Python,Functions,Medium,mcq,What does *args represent in a function definition?,Variable-length positional arguments as a tuple,Variable-length keyword arguments,A required argument,A list of strings,A,"*args collects extra positional arguments into a tuple, allowing the function to accept any number of positional arguments.",
48,Python,Functions,Medium,mcq,What does **kwargs represent in a function definition?,Variable-length keyword arguments as a dictionary,Variable-length positional arguments,A required keyword argument,A frozen dictionary,A,"**kwargs collects extra keyword arguments into a dictionary, allowing the function to accept any named arguments.",
49,Python,Functions,Hard,mcq,What is the danger of using a mutable default argument in Python?,"The default is shared across all calls, leading to unexpected accumulation",It causes a syntax error,It creates a new object each call,It only works with lists,A,Mutable default arguments are evaluated once at function definition time. Modifications persist across calls.,
50,Python,Functions,Medium,mcq,What is a lambda function in Python?,An anonymous single-expression function,A function that runs in parallel,A recursive function,A generator function,A,"Lambda functions are small anonymous functions defined with the lambda keyword, limited to a single expression.",
51,Python,Functions,Hard,mcq,What is the purpose of the functools.lru_cache decorator?,It caches function results to avoid recomputation,It limits function calls per second,It logs function usage,It runs functions lazily,A,"lru_cache memoizes function results based on arguments, using a Least Recently Used eviction policy.",
52,Python,Functions,Easy,mcq,How do you call a function named greet with argument 'Alice'?,greet('Alice'),call greet('Alice'),greet 'Alice',invoke greet('Alice'),A,Functions are called by their name followed by parentheses containing any arguments.,
53,Python,OOP,Easy,mcq,Which keyword is used to create a class in Python?,class,Class,struct,object,A,The 'class' keyword (lowercase) is used to define a class in Python.,
54,Python,OOP,Easy,mcq,What is the first parameter of an instance method in Python?,self,this,cls,instance,A,"By convention, the first parameter of instance methods is 'self', referring to the instance itself.",
55,Python,OOP,Medium,mcq,What is the purpose of __init__ in a Python class?,It initializes a new instance of the class,It destroys an instance,It creates a class variable,It defines the class name,A,"__init__ is the constructor method called automatically when creating a new instance, used to initialize attributes.",
56,Python,OOP,Medium,mcq,What is encapsulation in OOP?,Bundling data and methods together and restricting direct access,Inheriting from multiple classes,Creating abstract classes,Using global variables,A,"Encapsulation bundles data (attributes) and methods within a class, using access control to protect internal state.",
57,Python,OOP,Hard,mcq,What is the difference between __str__ and __repr__ in Python?,__str__ is for end-user display; __repr__ is for developers and debugging,They are identical,__repr__ is for display; __str__ is for debugging,__str__ cannot be overridden,A,"__str__ returns a human-readable string, while __repr__ returns an unambiguous developer-oriented representation.",
58,Python,OOP,Hard,mcq,What are Python descriptors?,"Objects that define __get__, __set__, or __delete__ to customize attribute access",Functions that describe a class,Docstrings attached to methods,Type annotations,A,"Descriptors implement the descriptor protocol (__get__, __set__, __delete__) to customize attribute access on classes.",
59,Python,OOP,Medium,mcq,What does the @classmethod decorator do?,"Binds the method to the class, receiving cls as first argument",Makes the method private,Makes the method static,Prevents method overriding,A,@classmethod binds the method to the class rather than the instance. It receives the class (cls) as its first argument.,
60,Python,OOP,Medium,mcq,What does the @staticmethod decorator do?,Defines a method that does not receive self or cls,Makes the method unchangeable,Binds the method to the class,Creates a class variable,A,@staticmethod defines a method that belongs to the class namespace but does not receive self or cls automatically.,
61,Python,Inheritance,Easy,mcq,How does a class Dog inherit from a class Animal in Python?,class Dog(Animal):,class Dog extends Animal:,class Dog inherits Animal:,class Dog <- Animal:,A,"In Python, inheritance is specified by putting the parent class in parentheses after the class name.",
62,Python,Inheritance,Medium,mcq,What is the MRO in Python?,Method Resolution Order - the order in which base classes are searched,Multiple Return Objects,Module Reference Order,Method Repeat Override,A,"MRO determines the order in which methods are looked up in the class hierarchy, using the C3 linearization algorithm.",
63,Python,Inheritance,Medium,mcq,What does super() do in Python?,Returns a proxy object that delegates method calls to a parent class,Creates a superclass,Overrides all parent methods,Prevents inheritance,A,"super() returns a proxy object that delegates method calls to the parent class, following the MRO.",
64,Python,Inheritance,Hard,mcq,What is the diamond problem in multiple inheritance?,Ambiguity when a class inherits from two classes that share a common base,A class inheriting from itself,Circular imports,A class with four parents,A,"The diamond problem occurs when two parent classes share a common ancestor, creating ambiguity. Python solves this with C3 linearization.",
65,Python,Inheritance,Easy,mcq,Can a Python class inherit from multiple parent classes?,"Yes, Python supports multiple inheritance","No, only single inheritance is allowed",Only with a special keyword,Only abstract classes can,A,Python supports multiple inheritance. A class can list multiple parent classes separated by commas.,
66,Python,Inheritance,Hard,mcq,What is an Abstract Base Class (ABC) in Python?,A class that cannot be instantiated and may have abstract methods,A class with no methods,A compiled C class,A class that only has static methods,A,ABCs from the abc module define interfaces. They cannot be instantiated directly and force subclasses to implement abstract methods.,
67,Python,Decorators,Medium,mcq,What is a decorator in Python?,A function that modifies the behavior of another function,A comment style,A type annotation,A class attribute,A,"Decorators are functions that take a function as input and return a modified version, applied with @decorator syntax.",
68,Python,Decorators,Medium,mcq,What does @property do in Python?,Defines a method that can be accessed like an attribute,Makes an attribute private,Creates a class property file,Locks an attribute value,A,"@property turns a method into a getter, allowing attribute-like access while running code behind the scenes.",
69,Python,Decorators,Hard,mcq,What does functools.wraps do when writing a decorator?,"Preserves the original function's metadata (name, docstring, etc.)",Wraps the function in a try-except,Makes the decorator reusable,Converts the function to a generator,A,"functools.wraps copies the wrapped function's __name__, __doc__, and other attributes to the wrapper function.",
70,Python,Decorators,Hard,mcq,How can a decorator accept arguments?,By using a decorator factory: a function that returns the actual decorator,Decorators cannot accept arguments,By using global variables,By modifying sys.argv,A,A decorator factory is a function that takes arguments and returns a decorator. Example: @repeat(3) uses repeat as a factory.,
71,Python,Decorators,Medium,mcq,Which of the following is equivalent to @decorator on a function f?,f = decorator(f),f = f(decorator),decorator = f,f.decorator(),A,@decorator above a function definition is syntactic sugar for f = decorator(f) after the function is defined.,
72,Python,Generators,Medium,mcq,What keyword makes a function a generator function?,yield,return,generate,next,A,The presence of yield in a function body makes it a generator function. Calling it returns a generator iterator.,
73,Python,Generators,Medium,mcq,What is the main advantage of generators over lists?,"They produce values lazily, saving memory",They are faster to iterate,They support indexing,They are thread-safe,A,"Generators produce values one at a time on demand, avoiding storing the entire sequence in memory.",
74,Python,Generators,Hard,mcq,What does the send() method do on a generator?,"Sends a value into the generator, resuming it and providing the value to yield",Sends the generator to another thread,Closes the generator,Resets the generator,A,"gen.send(value) resumes the generator and the yield expression evaluates to value, enabling two-way communication.",
75,Python,Generators,Hard,mcq,What does 'yield from' do in Python?,"Delegates to a sub-generator, forwarding sent values and exceptions",Yields a value from a list,Creates a generator from a file,Imports a generator from a module,A,"'yield from iterable' delegates iteration to the sub-iterable, transparently forwarding send() and throw() calls.",
76,Python,Generators,Easy,mcq,What does next() do when called on a generator?,Retrieves the next yielded value,Skips to the end,Resets the generator,Returns all remaining values,A,"next(gen) resumes the generator until the next yield, returning the yielded value. Raises StopIteration when exhausted.",
77,Python,Iterators,Medium,mcq,Which two methods must an iterator implement?,__iter__ and __next__,__init__ and __del__,__get__ and __set__,__enter__ and __exit__,A,The iterator protocol requires __iter__ (returning self) and __next__ (returning the next value or raising StopIteration).,
78,Python,Iterators,Easy,mcq,What built-in function creates an iterator from an iterable?,iter(),next(),list(),range(),A,iter(iterable) returns an iterator object. You can then use next() to get successive elements.,
79,Python,Iterators,Medium,mcq,What exception signals the end of an iterator?,StopIteration,EndOfIterator,IteratorError,IndexError,A,"When an iterator is exhausted, __next__() raises StopIteration to signal there are no more elements.",
80,Python,Iterators,Hard,mcq,What is the difference between an iterable and an iterator?,An iterable has __iter__ returning an iterator; an iterator also has __next__,They are the same thing,Iterables are faster,Iterators support indexing,A,An iterable implements __iter__() which returns an iterator. An iterator implements both __iter__() and __next__().,
81,Python,Comprehensions,Easy,mcq,What is a list comprehension in Python?,A concise way to create lists using [expr for item in iterable],A method to understand lists,A way to compress lists,A list sorting technique,A,List comprehensions provide a compact syntax for creating lists from existing iterables with optional filtering.,
82,Python,Comprehensions,Easy,mcq,Which of the following is a valid dict comprehension?,"{k: v for k, v in pairs}","[k: v for k, v in pairs]","(k: v for k, v in pairs)","<k: v for k, v in pairs>",A,Dict comprehensions use curly braces with key: value syntax inside the comprehension expression.,
83,Python,Comprehensions,Medium,mcq,What does (x**2 for x in range(5)) create?,A generator expression,A tuple,A list,A set,A,"Parentheses around a comprehension-like expression create a generator expression, not a tuple.",
84,Python,Comprehensions,Medium,mcq,How do you add a condition to a list comprehension?,[x for x in lst if condition],[x for x in lst where condition],[x if condition for x in lst],[x for x in lst when condition],A,The if clause comes after the for clause to filter elements. [x for x in lst if x > 0] keeps only positive values.,
85,Python,Comprehensions,Hard,mcq,What is a nested list comprehension?,A comprehension with multiple for clauses to handle nested iterations,A list inside a list,A comprehension that calls itself,A comprehension using recursion,A,"Nested comprehensions have multiple for clauses, e.g., [x*y for x in range(3) for y in range(3)] creates a flat list.",
86,Python,Exception Handling,Easy,mcq,Which keyword is used to catch exceptions in Python?,except,catch,handle,rescue,A,Python uses try/except blocks. The 'except' keyword catches specified exceptions.,
87,Python,Exception Handling,Easy,mcq,What does the finally block do?,Executes code regardless of whether an exception occurred,Catches all exceptions,Raises an exception,Terminates the program,A,"The finally block always executes after try/except, making it ideal for cleanup (closing files, connections).",
88,Python,Exception Handling,Medium,mcq,What does the 'raise' keyword do?,Manually raises an exception,Catches an exception,Ignores an exception,Logs an exception,A,'raise' is used to explicitly throw an exception. 'raise ValueError(msg)' creates and raises a ValueError.,
89,Python,Exception Handling,Medium,mcq,What is the purpose of the 'else' clause in a try/except block?,Executes only if no exception was raised in the try block,Catches remaining exceptions,Always executes,Executes if an exception was raised,A,The else clause runs only when the try block completes without raising any exception.,
90,Python,Exception Handling,Hard,mcq,How do you create a custom exception class in Python?,By inheriting from Exception or a subclass of Exception,By using the error keyword,By modifying sys.exceptions,By writing a config file,A,Custom exceptions are created by subclassing Exception: class MyError(Exception): pass.,
91,Python,Exception Handling,Hard,mcq,What is exception chaining in Python 3?,Using 'raise X from Y' to link a new exception to its cause,Catching multiple exceptions in one except,Raising exceptions in a loop,Using nested try blocks,A,"'raise X from Y' sets Y as the __cause__ of X, preserving the chain of exceptions for debugging.",
92,Python,File I/O,Easy,mcq,Which built-in function opens a file in Python?,open(),file(),read(),load(),A,"open(filename, mode) is the built-in function to open files. It returns a file object.",
93,Python,File I/O,Easy,mcq,What is the recommended way to handle files in Python?,Using a with statement (context manager),Using try/finally,Calling close() manually,Using global file handles,A,The 'with' statement ensures proper resource cleanup by automatically closing the file when the block exits.,
94,Python,File I/O,Medium,mcq,"What mode opens a file for writing, creating it if it does not exist?",'w','r','x','a',A,"'w' mode opens for writing, truncating the file if it exists or creating it if it does not.",
95,Python,File I/O,Medium,mcq,What is the difference between 'r' and 'rb' modes?,'r' opens in text mode; 'rb' opens in binary mode,'r' is read-only; 'rb' is read-write,'rb' is faster,There is no difference,A,"'r' opens in text mode with encoding/decoding. 'rb' opens in binary mode, returning bytes objects.",
96,Python,File I/O,Hard,mcq,What does the pathlib module provide over os.path?,Object-oriented filesystem paths with methods and operator overloading,Faster file operations,Network file access,Database file storage,A,"pathlib provides Path objects with methods like .read_text(), operator / for joining, and cleaner cross-platform path handling.",
97,Python,Modules,Easy,mcq,What keyword is used to import a module in Python?,import,include,require,using,A,The 'import' keyword loads a module. You can also use 'from module import name' for specific objects.,
98,Python,Modules,Medium,mcq,What is the purpose of __init__.py in a directory?,It marks the directory as a Python package,It initializes variables,It runs first when Python starts,It is required for all directories,A,"__init__.py makes a directory a Python package. In Python 3, namespace packages work without it, but it is still common.",
99,Python,Modules,Medium,mcq,"What does 'if __name__ == ""__main__"":' guard against?",Code running when the module is imported (it only runs when executed directly),Syntax errors,Import errors,Name collisions,A,"__name__ is '__main__' only when the script is run directly. When imported, it equals the module name.",
100,Python,Modules,Hard,mcq,How does Python's module caching work?,Modules are cached in sys.modules after first import,Modules are reloaded every import,Modules are cached on disk,There is no caching,A,"After a module is first imported, Python caches it in sys.modules. Subsequent imports use the cached version.",
101,Python,Modules,Easy,mcq,What does 'from math import sqrt' do?,Imports only the sqrt function from the math module,Imports the entire math module,Creates a new sqrt function,Renames the math module,A,'from module import name' imports a specific object from a module directly into the current namespace.,
102,Python,Regular Expressions,Easy,mcq,Which module provides regular expression support in Python?,re,regex,regexp,pattern,A,The 're' module is Python's built-in regular expression library. The third-party 'regex' module offers extended features.,
103,Python,Regular Expressions,Medium,mcq,"What does re.findall(pattern, string) return?",A list of all non-overlapping matches,The first match only,A boolean,A compiled pattern,A,re.findall() returns a list of all non-overlapping matches of the pattern in the string.,
104,Python,Regular Expressions,Medium,mcq,What does the \d pattern match in a regular expression?,Any digit character,Any non-digit character,Any whitespace,The letter d,A,\d matches any Unicode digit (equivalent to [0-9] for ASCII). \D matches non-digits.,
105,Python,Regular Expressions,Hard,mcq,What is a lookahead assertion in regex?,"A pattern that matches only if followed by another pattern, without consuming it",A way to look at previous matches,A method to speed up matching,A named group,A,Lookahead (?=...) asserts that what follows matches the pattern but does not include it in the match result.,
106,Python,Regular Expressions,Hard,mcq,What is the difference between re.match() and re.search()?,match() checks only at the start of the string; search() checks anywhere,They are identical,search() checks only at the start,match() is case-insensitive,A,re.match() anchors to the beginning of the string. re.search() scans through the entire string for a match.,
117,Python,Built-ins,Easy,mcq,What does the map() function do?,Applies a function to each item of an iterable,Creates a dictionary,Sorts a list,Maps keys to values,A,"map(func, iterable) returns an iterator that applies func to every item of the iterable.",
118,Python,Built-ins,Easy,mcq,What does the filter() function do?,Returns elements from an iterable where the function returns True,Removes None values only,Sorts elements,Converts data types,A,"filter(func, iterable) returns an iterator yielding elements for which func returns True.",
119,Python,Built-ins,Medium,mcq,What does zip() do in Python?,Creates an iterator of tuples pairing elements from multiple iterables,Compresses files,Merges dictionaries,Concatenates strings,A,zip() pairs up elements from multiple iterables. It stops at the shortest iterable.,
120,Python,Built-ins,Medium,mcq,What does enumerate() return?,"An iterator of (index, value) tuples",The length of an iterable,A numbered string,A range object,A,"enumerate(iterable, start=0) yields (index, element) tuples, useful for getting both index and value in a loop.",
121,Python,Built-ins,Hard,mcq,What is the purpose of the __slots__ attribute in a class?,"Restricts instance attributes to a fixed set, saving memory",Defines time slots for methods,Creates database slots,Limits method count,A,"__slots__ replaces the per-instance __dict__ with a fixed set of attribute slots, reducing memory overhead.",
122,Python,Built-ins,Easy,mcq,What does abs() return?,The absolute value of a number,The abstract class,The first element,A boolean,A,"abs(x) returns the absolute value of x. For complex numbers, it returns the magnitude.",
123,Python,Built-ins,Medium,mcq,What does the any() function do?,Returns True if any element in the iterable is truthy,Returns True if all elements are truthy,Picks a random element,Checks if the iterable is empty,A,any(iterable) returns True if at least one element is truthy. It short-circuits on the first True value.,
124,Python,Built-ins,Hard,mcq,What does the id() function return?,The identity (memory address in CPython) of an object,A unique string identifier,The object's hash,The object's type,A,"id(obj) returns a unique integer identifier for the object. In CPython, this is the memory address.",
125,Python,Collections,Medium,mcq,What is collections.defaultdict?,A dict subclass that provides default values for missing keys,A read-only dictionary,A sorted dictionary,A dict that limits size,A,"defaultdict takes a factory function (e.g., list, int) and uses it to create default values for missing keys.",
126,Python,Collections,Medium,mcq,What is collections.Counter used for?,Counting hashable objects and returning a dict of counts,Counting loop iterations,A thread-safe counter,Counting lines in a file,A,"Counter is a dict subclass for counting hashable objects. Counter('abcabc') gives Counter({'a':2,'b':2,'c':2}).",
127,Python,Collections,Hard,mcq,What is collections.OrderedDict in Python 3.7+?,A dict subclass that remembers order and supports reordering operations,Identical to dict with no extra features,A dict sorted by keys,A deprecated class,A,"While regular dicts maintain insertion order since 3.7, OrderedDict still offers move_to_end() and equality considers order.",
128,Python,Collections,Easy,mcq,What is a namedtuple?,A tuple subclass with named fields accessible by attribute,A dictionary with ordered keys,A named variable,A tuple of names,A,"namedtuple creates tuple subclasses with named fields, e.g., Point = namedtuple('Point', ['x', 'y']).",
129,Python,Collections,Hard,mcq,What is collections.ChainMap?,A class that groups multiple dicts into a single view for lookups,A mapping with chained keys,A hash chain implementation,A blockchain-style dictionary,A,ChainMap groups multiple dicts and searches them in order during lookup. It is useful for scoped configurations.,
130,Python,Scope,Easy,mcq,What is the LEGB rule in Python?,"Local, Enclosing, Global, Built-in - the order of name lookup","Load, Execute, Generate, Build","List, Element, Group, Block","Lexical, Environmental, General, Base",A,"LEGB describes Python's variable lookup order: Local scope, Enclosing function scope, Global scope, Built-in scope.",
131,Python,Scope,Medium,mcq,What does the global keyword do?,Declares that a variable inside a function refers to the global scope,Creates a global function,Exports a variable to other modules,Makes a variable constant,A,The global keyword inside a function indicates that the variable refers to the module-level (global) variable.,
132,Python,Scope,Medium,mcq,What does the nonlocal keyword do?,Refers to a variable in the nearest enclosing scope (not global),Creates a variable outside any function,Deletes a local variable,Makes a variable thread-local,A,"nonlocal binds a variable to the nearest enclosing function scope, enabling closures to modify outer variables.",
133,Python,Scope,Hard,mcq,What happens if you assign to a variable name inside a function without global/nonlocal?,Python treats it as a local variable for the entire function,It modifies the global variable,It raises NameError,It creates both local and global variables,A,Any assignment in a function makes the name local to the entire function. Referencing before assignment raises UnboundLocalError.,
143,Python,Data Types,Hard,mcq,What is the difference between is and == in Python?,'is' checks identity (same object); '==' checks equality (same value),'is' checks value; '==' checks identity,They are identical,'is' only works with strings,A,'is' compares object identity (id). '==' compares values using __eq__. Two objects can be equal but not identical.,
144,Python,Strings,Hard,mcq,What is the time complexity of string concatenation in a loop using +=?,O(n^2) in the worst case because strings are immutable,O(n),O(1),O(n log n),A,"Each += creates a new string and copies existing content. Over n concatenations, this results in O(n^2) total work.",
145,Python,Lists,Hard,mcq,What is the difference between a shallow copy and a deep copy of a list?,Shallow copy copies references to nested objects; deep copy recursively copies all objects,They are identical,Shallow copy is slower,Deep copy only works on flat lists,A,copy.copy() creates a shallow copy (nested objects are shared). copy.deepcopy() recursively copies all nested objects.,
146,Python,Dicts,Hard,mcq,What does the | operator do with dictionaries in Python 3.9+?,"Merges two dictionaries, with the right one taking precedence",Performs bitwise OR on values,Checks for key overlap,Creates a set from dict keys,A,"In Python 3.9+, d1 | d2 merges dictionaries. If keys overlap, values from d2 take precedence.",
147,Python,Functions,Hard,mcq,What are positional-only parameters in Python 3.8+?,Parameters before / in a function signature that must be passed positionally,Parameters that must be keywords,Parameters with default values,Parameters in lambda functions,A,"Parameters before / in def f(a, b, /, c) must be passed as positional arguments, not keyword arguments.",
148,Python,OOP,Hard,mcq,What is __new__ used for in Python?,Creating a new instance before __init__ is called,Renewing an existing instance,Creating a new module,Allocating memory manually,A,"__new__ is a static method called before __init__. It actually creates the instance, while __init__ initializes it.",
